BDPONO_PurchaseOrderNumber,BDVNDR_VendorCode,VNAME_VendorName,BDRECD_RecordFlag,BDITEM_ItemNumber,BDCRTD_CreationDate,BDRPDATE_RequiredDate,BDOQOO_QuantityOrdered,BDIUOM_UnitOfMeasure,BDCQOO_ConfirmedQuantity,BDOOQ_OtherOrderedQuantity,BDTIQR_TimeInQueue,BDPOCDATE_PurchaseOrderDate,BDRCCDATE_ReceiptConfirmationDate
518291,130,"METALLUS                           ",C,50002,"5.250 BAR HF 4130 M7               ",20250219,281.167,"FT ",0.000,20000.000,329.667,20241106,20250220
516749,130,"METALLUS                           ",C,50002,"5.250 BAR HF 4130 M7               ",20231204,360.000,"FT ",0.000,26484.000,352.083,20231005,20231206
515418,130,"METALLUS                           ",C,50002,"5.250 BAR HF 4130 M7 ANN           ",20230713,532.000,"FT ",0.000,40000.000,543.917,20230109,20230714
513824,130,"METALLUS                           ",C,50002,"5.250 BAR HF 4130 M7 ANN           ",20221017,540.000,"FT ",0.000,40000.000,592.666,20220220,20221028
513249,130,"METALLUS                           ",C,50002,"5.250 BAR HF 4130 M7 ANN           ",20220620,280.000,"FT ",0.000,20000.000,256.250,20211203,20220629
518417,130,"METALLUS                           ",C,50005,"6.000 BAR HF 4130 M7 ANN           ",20250131,200.000,"FT ",0.000,20000.000,277.667,20241212,20250130
515489,130,"METALLUS                           ",C,50005,"6.000 BAR HF 4130 M7 HR            ",20230623,420.000,"FT ",0.000,40000.000,123.500,20221004,20230623
514978,130,"METALLUS                           ",C,50005,"6.000 BAR HF 4130 M7 ANN           ",20230217,620.000,"FT ",0.000,60000.000,706.251,20220615,20230220
513250,130,"METALLUS                           ",C,50005,"6.000 BAR HF 4130 M7 ANN           ",20220711,420.000,"FT ",0.000,40000.000,448.667,20211203,20220706
518694,183,"DUFERCO STEEL INC.                 ",C,50007,"6.750 BAR HF 8620 AR               ",20250220,96.000,"FT ",0.000,11800.000,94.667,20250219,20250221
518823,130,"METALLUS                           ",A,50009,"7.000 BAR HF 8630 AR               ",20250519,160.667,"FT ",160.667,20000.000,0.000,20250318,0
518344,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20250110,160.000,"FT ",0.000,20000.000,185.917,20241115,20250109
517776,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20240909,296.417,"FT ",0.000,40000.000,271.584,20240702,20240912
516796,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20240223,299.834,"FT ",0.000,40000.000,372.168,20231017,20240223
516443,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20231120,224.250,"FT ",0.000,30000.000,288.416,20230627,20231117
515772,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20230717,160.000,"FT ",0.000,20000.000,193.083,20230201,20230718
513739,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20221121,300.000,"FT ",0.000,40000.000,367.000,20220209,20221104
513541,130,"METALLUS                           ",C,50009,"7.000 BAR HF 8630 AR               ",20221121,160.000,"FT ",0.000,20000.000,184.249,20220111,20221104
518644,130,"METALLUS                           ",C,50010,"7.000 BAR HF 4130 M7 AR            ",20250324,160.000,"FT ",0.000,20000.000,186.084,20250205,20250324
515420,130,"METALLUS                           ",C,50010,"7.000 BAR HF 4130 M7 AR            ",20230717,616.166,"FT ",0.000,80000.000,658.000,20230201,20230718
513536,130,"METALLUS                           ",C,50010,"7.000 BAR HF 4130 M7 AR            ",20220729,461.917,"FT ",0.000,60000.000,544.000,20220111,20220809
512122,130,"METALLUS                           ",C,50010,"7.000 BAR HF 4130 M7 AR            ",20220822,620.000,"FT ",0.000,80000.000,612.833,20210625,20220809
518829,130,"METALLUS                           ",A,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20250623,2080.000,"FT ",2080.000,40000.000,0.000,20250319,0
518337,130,"METALLUS                           ",C,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20250303,2080.000,"FT ",0.000,40000.000,2261.667,20241115,20250303
518021,130,"METALLUS                           ",C,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20250106,1040.000,"FT ",0.000,20000.000,1067.164,20240912,20241226
517535,474,"ARTROM STEEL TUBES SA              ",C,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20240915,1040.000,"FT ",0.000,20000.000,1183.416,20240426,20240912
516968,177,"TENARIS GLOBAL SERVICES            ",C,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20240708,1048.667,"FT ",0.000,20000.000,957.582,20231211,20240726
515051,130,"METALLUS                           ",C,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20230331,1618.749,"FT ",0.000,31007.083,1770.500,20220630,20230411
512982,474,"ARTROM STEEL TUBES SA              ",C,50013,"3.500 2.250 .625 HF 4140 125KSI QT ",20220615,2080.000,"FT ",0.000,40000.000,2122.334,20211105,20220617
517208,130,"METALLUS                           ",C,50014,"8.000 BAR HF 8630 AR               ",20240523,240.000,"FT ",0.000,40000.000,284.667,20240219,20240523
516798,130,"METALLUS                           ",C,50014,"8.000 BAR HF 8630 AR               ",20231205,240.000,"FT ",0.000,40000.000,287.751,20231017,20231213
514506,130,"METALLUS                           ",C,50014,"8.000 BAR HF 8630 AR               ",20230428,240.000,"FT ",0.000,40000.000,0.000,20220422,0
513647,130,"METALLUS                           ",C,50014,"8.000 BAR HF 8630 AR               ",20220906,240.000,"FT ",0.000,40000.000,288.500,20220126,20220915
518761,130,"METALLUS                           ",A,50015,"8.000 BAR HF 4130 M7 AR            ",20250519,120.000,"FT ",120.000,20000.000,0.000,20250305,0
517900,130,"METALLUS                           ",C,50015,"8.000 BAR HF 4130 M7 AR            ",20240916,120.000,"FT ",0.000,20000.000,145.000,20240813,20240916
517029,130,"METALLUS                           ",C,50015,"8.000 BAR HF 4130 M7 AR            ",20240223,122.917,"FT ",0.000,20000.000,153.084,20240102,20240226
513050,130,"METALLUS                           ",C,50015,"8.000 BAR HF 4130 M7 AR            ",20220613,480.000,"FT ",0.000,80000.000,499.833,20211110,20220614
516797,130,"METALLUS                           ",C,50017,"9.000 BAR HF 8630 AR               ",20240311,150.000,"FT ",0.000,30000.000,169.250,20231017,20240129
516444,130,"METALLUS                           ",C,50017,"9.000 BAR HF 8630 AR               ",20231120,100.000,"FT ",0.000,20000.000,113.583,20230627,20231117
515467,130,"METALLUS                           ",C,50017,"9.000 BAR HF 8630 AR               ",20230807,100.000,"FT ",0.000,20000.000,115.667,20230201,20230808
515058,130,"METALLUS                           ",C,50017,"9.000 BAR HF 8630 AR               ",20230215,100.000,"FT ",0.000,20000.000,110.334,20220630,20230216
513821,130,"METALLUS                           ",C,50017,"9.000 BAR HF 8630 AR               ",20220831,100.000,"FT ",0.000,20000.000,109.583,20220220,20220920
517968,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20241018,192.666,"FT ",0.000,40000.000,219.916,20240828,20241007
517778,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20240805,192.000,"FT ",0.000,40000.000,210.666,20240702,20240806
516518,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20231204,175.000,"FT ",0.000,40000.000,211.833,20230718,20231201
516000,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20230905,360.000,"FT ",0.000,80000.000,399.833,20230221,20231003
515465,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20230621,201.667,"FT ",0.000,40000.000,200.667,20220928,20230621
515227,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 AR             ",20220903,60.000,"FT ",0.000,13000.000,0.000,20220803,0
514644,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20230210,192.000,"FT ",0.000,40000.000,122.667,20220506,20230214
513535,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20220630,192.000,"FT ",0.000,40000.000,196.833,20220111,20220629
513046,130,"METALLUS                           ",C,50018,"9.000 BAR HF 4130M7 ANN            ",20220711,376.583,"FT ",0.000,80000.000,384.832,20211110,20220805
514334,571,"TREK METALS INC                    ",C,50020,"9.500 BAR HF 4340 ANN++            ",20221031,180.000,"FT ",0.000,45000.000,0.000,20220408,0
514333,571,"TREK METALS INC                    ",C,50020,"9.500 BAR HF 4340 ANN++            ",20220729,140.000,"FT ",0.000,35000.000,146.334,20220408,20220801
515173,247,"MAGELLAN CORPORATION               ",C,50022,"10.000 BAR HF 4140  AR             ",20230522,120.000,"FT ",0.000,34000.000,0.000,20220727,0
516531,183,"DUFERCO STEEL INC.                 ",C,50023,"10.000 BAR HF 4340 ANN++           ",20230724,69.000,"FT ",0.000,18900.000,66.833,20230721,20230726
517209,130,"METALLUS                           ",C,50024,"10.000 BAR HF 8630 AR              ",20240617,75.000,"FT ",0.000,20000.000,88.167,20240219,20240607
515773,130,"METALLUS                           ",C,50024,"10.000 BAR HF 8630 AR              ",20231231,140.000,"FT ",0.000,40000.000,0.000,20230201,0
515468,130,"METALLUS                           ",C,50024,"10.000 BAR HF 8630 AR              ",20230621,150.000,"FT ",0.000,40000.000,182.833,20221024,20230621
513542,130,"METALLUS                           ",C,50024,"10.000 BAR HF 8630 AR              ",20220718,144.000,"FT ",0.000,40000.000,167.418,20220111,20220801
518543,130,"METALLUS                           ",C,50025,"10.000 BAR HF 4130M7 ANN           ",20250319,80.333,"FT ",0.000,20000.000,87.667,20250114,20250320
514894,130,"METALLUS                           ",C,50025,"10.000 BAR HF 4130M7 ANN           ",20230403,140.000,"FT ",0.000,40000.000,167.333,20220605,20230411
514341,130,"METALLUS                           ",C,50025,"10.000 BAR HF 4130M7 ANN           ",20230206,140.000,"FT ",0.000,40000.000,161.917,20220411,20230125
518578,247,"MAGELLAN CORPORATION               ",C,50027,"11.000 BAR HF 4140  AR             ",20250127,22.000,"FT ",0.000,7300.000,22.333,20250124,20250129
514243,247,"MAGELLAN CORPORATION               ",C,50027,"11.000 BAR HF 4140  AR             ",20220822,120.000,"FT ",0.000,40000.000,114.583,20220401,20220801
513823,130,"METALLUS                           ",C,50027,"11.000 BAR HF 4140  AR             ",20230324,120.000,"FT ",0.000,40000.000,146.500,20220220,20230328
514589,247,"MAGELLAN CORPORATION               ",C,50028,"11.000 BAR HF 4340 ANN             ",20220629,240.000,"FT ",0.000,80000.000,240.751,20220505,20220706
513635,247,"MAGELLAN CORPORATION               ",C,50028,"11.000 BAR HF 4340 ANN             ",20220630,240.000,"FT ",0.000,80000.000,242.166,20220126,20220706
518483,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20250221,128.000,"FT ",0.000,40000.000,149.667,20250102,20250224
517824,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20240909,128.000,"FT ",0.000,40000.000,136.584,20240723,20240823
516521,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20231218,126.000,"FT ",0.000,40000.000,123.416,20230718,20231218
515695,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20230925,66.834,"FT ",0.000,20000.000,66.501,20230405,20231002
514895,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20230403,60.000,"FT ",0.000,20000.000,0.000,20220605,0
514340,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20221031,60.000,"FT ",0.000,20000.000,0.000,20220411,0
513251,130,"METALLUS                           ",C,50029,"11.000 BAR HF 4130M7 ANN           ",20220711,60.000,"FT ",0.000,20000.000,67.500,20211203,20220713
516045,247,"MAGELLAN CORPORATION               ",C,50033,"12.000 BAR HF 4140 AR              ",20230619,24.000,"FT ",0.000,9200.000,29.833,20230302,20230619
517274,183,"DUFERCO STEEL INC.                 ",C,50034,"12.000 BAR HF 4340 ANN             ",20240304,48.000,"FT ",0.000,20200.000,49.833,20240301,20240305
516210,130,"METALLUS                           ",C,50034,"12.000 BAR HF 4340 ANN             ",20231009,100.000,"FT ",0.000,40000.000,94.333,20230417,20231010
514497,130,"METALLUS                           ",C,50034,"12.000 BAR HF 4340 ANN             ",20230814,99.416,"FT ",0.000,40000.000,103.416,20220422,20231002
517082,130,"METALLUS                           ",C,50035,"12.000 BAR HF 4130M7 ANN           ",20240304,108.000,"FT ",0.000,40000.000,115.166,20240116,20240229
516364,130,"METALLUS                           ",C,50035,"12.000 BAR HF 4130M7 ANN           ",20231009,108.000,"FT ",0.000,40000.000,103.249,20230601,20231010
516048,130,"METALLUS                           ",C,50035,"12.000 BAR HF 4130M7 ANN           ",20231009,90.000,"FT ",0.000,40000.000,85.000,20230302,20231010
515466,130,"METALLUS                           ",C,50035,"12.000 BAR HF 4130M7 ANN           ",20230421,108.000,"FT ",0.000,40000.000,68.917,20221019,20230425
513830,130,"METALLUS                           ",C,50035,"12.000 BAR HF 4130M7 ANN           ",20221010,108.000,"FT ",0.000,40000.000,92.667,20220220,20221021
513045,130,"METALLUS                           ",C,50035,"12.000 BAR HF 4130M7 ANN           ",20220711,90.000,"FT ",0.000,40000.000,122.333,20211110,20220707
518517,130,"METALLUS                           ",A,50038,5.000 2.750 1.125 HF 4140 125KSI QT,20250407,867.000,"FT ",403.999,40000.000,463.001,20250110,20250325
518097,130,"METALLUS                           ",C,50038,5.000 2.750 1.125 HF 4140 125KSI QT,20250203,867.000,"FT ",0.000,40000.000,900.252,20240926,20250221
517993,130,"METALLUS                           ",C,50038,5.000 2.750 1.125 HF 4140 125KSI QT,20241125,420.000,"FT ",0.000,20000.000,466.335,20240906,20241203
515363,130,"METALLUS                           ",C,50038,5.000 2.750 1.125 HF 4140 125KSI QT,20230816,860.000,"FT ",0.000,40000.000,859.582,20220902,20231018
515016,130,"METALLUS                           ",C,50038,5.000 2.750 1.125 HF 4140 125KSI QT,20230116,860.000,"FT ",0.000,40000.000,907.751,20220623,20230123
513091,177,"TENARIS GLOBAL SERVICES            ",C,50038,5.000 2.750 1.125 HF 4140 125KSI QT,20220711,860.000,"FT ",0.000,39690.000,1064.582,20211115,20220715
512465,130,"METALLUS                           ",C,50039,"5.750 2.440 1.655 HF 4140 LN80 QT  ",20220620,562.333,"FT ",0.000,40000.000,536.249,20210819,20220801
514857,177,"TENARIS GLOBAL SERVICES            ",C,50040,"5.750 3.000 1.375 HF 4140 P110 QT  ",20230228,620.000,"FT ",0.000,40000.000,728.751,20220603,20230503
514679,177,"TENARIS GLOBAL SERVICES            ",C,50040,5.750 3.000 1.375 HF 4140 125KSI QT,20221110,620.000,"FT ",0.000,40000.000,750.834,20220512,20221117
512948,177,"TENARIS GLOBAL SERVICES            ",C,50040,5.750 3.000 1.375 HF 4140 125KSI QT,20220708,609.000,"FT ",0.000,40000.000,727.334,20211102,20220729
514680,177,"TENARIS GLOBAL SERVICES            ",C,50041,5.750 3.250 1.250 HF 4140 125KSI QT,20221110,660.000,"FT ",0.000,40000.000,790.418,20220512,20221110
513723,177,"TENARIS GLOBAL SERVICES            ",C,50041,5.750 3.250 1.250 HF 4140 125KSI QT,20220909,340.000,"FT ",0.000,20000.000,358.083,20220208,20220920
514925,177,"TENARIS GLOBAL SERVICES            ",C,50042,"6.000 3.250 1.375 HF 4140 LN80 QT  ",20221230,1180.000,"FT ",0.000,80000.000,1406.499,20220608,20230105
512953,177,"TENARIS GLOBAL SERVICES            ",C,50042,"6.000 3.250 1.375 HF 4140 LN80 QT  ",20220708,580.000,"FT ",0.000,40000.000,754.668,20211102,20220728
512466,130,"METALLUS                           ",C,50042,"6.000 3.250 1.375 HF 4140 LN80 QT  ",20220630,300.000,"FT ",0.000,20000.000,304.084,20210819,20220628
513868,177,"TENARIS GLOBAL SERVICES            ",C,50043,6.000 3.250 1.375 HF 4140 125KSI QT,20221230,580.000,"FT ",0.000,40000.000,646.417,20220225,20221228
513284,130,"METALLUS                           ",C,50043,6.000 3.250 1.375 HF 4140 125KSI QT,20220909,580.000,"FT ",0.000,40000.000,608.166,20211208,20220927
512371,130,"METALLUS                           ",C,50043,"6.000 3.250 1.375 HF 4140 P110 QT  ",20220627,588.000,"FT ",0.000,40000.000,644.999,20210811,20220729
515561,177,"TENARIS GLOBAL SERVICES            ",C,50045,6.250 3.750 1.250 HF 4140 125KSI QT,20230310,600.000,"FT ",0.000,40000.000,641.667,20221028,20230512
515329,474,"ARTROM STEEL TUBES SA              ",C,50045,6.250 3.750 1.250 HF 4140 125KSI QT,20221209,1200.000,"FT ",0.000,80000.000,1289.582,20220826,20221220
515196,177,"TENARIS GLOBAL SERVICES            ",C,50045,6.250 3.750 1.250 HF 4140 125KSI QT,20230228,1200.000,"FT ",0.000,80000.000,1404.665,20220728,20230427
514063,177,"TENARIS GLOBAL SERVICES            ",C,50045,6.250 3.750 1.250 HF 4140 125KSI QT,20221215,720.000,"FT ",0.000,48301.000,719.251,20220316,20221220
513724,177,"TENARIS GLOBAL SERVICES            ",C,50045,6.250 3.750 1.250 HF 4140 125KSI QT,20220919,1500.000,"FT ",0.000,100393.000,1508.083,20220208,20221004
512375,130,"METALLUS                           ",C,50045,"6.250 3.750 1.250 HF 4140 P110 QT  ",20220706,1187.001,"FT ",0.000,80000.000,1293.835,20210811,20220916
515532,177,"TENARIS GLOBAL SERVICES            ",C,50046,6.500 3.500 1.500 HF 4140 125KSI QT,20230220,500.000,"FT ",0.000,40000.000,580.251,20221017,20230228
515295,474,"ARTROM STEEL TUBES SA              ",C,50046,6.500 3.500 1.500 HF 4140 125KSI QT,20221209,620.000,"FT ",0.000,49723.000,619.167,20220817,20221229
514847,474,"ARTROM STEEL TUBES SA              ",C,50046,"6.500 3.500 1.500 HF 4140 P110 QT  ",20221015,1500.000,"FT ",0.000,120000.000,1566.835,20220531,20221118
513955,177,"TENARIS GLOBAL SERVICES            ",C,50046,6.500 3.500 1.500 HF 4140 125KSI QT,20221130,500.000,"FT ",0.000,40000.000,524.418,20220308,20221202
513293,130,"METALLUS                           ",C,50046,6.500 3.500 1.500 HF 4140 125KSI QT,20230106,506.832,"FT ",0.000,40000.000,512.914,20211209,20230106
513011,177,"TENARIS GLOBAL SERVICES            ",C,50046,6.500 3.500 1.500 HF 4140 125KSI QT,20220919,640.000,"FT ",0.000,50704.000,631.583,20211108,20221006
512373,130,"METALLUS                           ",C,50046,"6.500 3.500 1.500 HF 4140 P110 QT  ",20220608,496.250,"FT ",0.000,40000.000,511.418,20210811,20220609
514822,474,"ARTROM STEEL TUBES SA              ",C,50047,6.500 4.000 1.250 HF 4140 125KSI QT,20220930,2280.000,"FT ",0.000,160000.000,2486.917,20220526,20220831
514683,177,"TENARIS GLOBAL SERVICES            ",C,50047,6.500 4.000 1.250 HF 4140 125KSI QT,20221215,580.000,"FT ",0.000,40000.000,668.334,20220512,20221227
513408,474,"ARTROM STEEL TUBES SA              ",C,50047,6.500 4.000 1.250 HF 4140 125KSI QT,20220615,580.000,"FT ",0.000,40000.000,642.000,20211222,20220708
513393,177,"TENARIS GLOBAL SERVICES            ",C,50047,6.500 4.000 1.250 HF 4140 125KSI QT,20220930,580.000,"FT ",0.000,40000.000,727.083,20211222,20221019
512368,130,"METALLUS                           ",C,50047,"6.500 4.000 1.250 HF 4140 P110 QT  ",20220608,580.000,"FT ",0.000,40000.000,607.000,20210811,20220622
514686,177,"TENARIS GLOBAL SERVICES            ",C,50050,7.250 4.500 1.375 HF 4140 125KSI QT,20221215,460.000,"FT ",0.000,40000.000,549.916,20220512,20221130
513509,177,"TENARIS GLOBAL SERVICES            ",C,50050,7.250 4.500 1.375 HF 4140 125KSI QT,20221031,240.000,"FT ",0.000,20000.000,246.417,20220107,20221031
512369,130,"METALLUS                           ",C,50050,"7.250 4.500 1.375 HF 4140 P110 QT  ",20221028,242.000,"FT ",0.000,20000.000,246.916,20210811,20221101
513608,130,"METALLUS                           ",C,50053,7.500 4.500 1.500 HF 4140 125KSI QT,20221104,420.000,"FT ",0.000,40000.000,367.084,20220121,20221201
513510,177,"TENARIS GLOBAL SERVICES            ",C,50053,7.500 4.500 1.500 HF 4140 125KSI QT,20221028,420.000,"FT ",0.000,40000.000,463.168,20220107,20221028
514858,177,"TENARIS GLOBAL SERVICES            ",C,50055,"7.500 5.500 1.00 HF 4140 P110 QT   ",20230228,580.000,"FT ",0.000,40000.000,645.001,20220603,20230306
513101,177,"TENARIS GLOBAL SERVICES            ",C,50055,"7.500 5.500 1.00 HF 4140 125KSI QT ",20220708,322.667,"FT ",0.000,22050.000,360.999,20211115,20220801
515831,474,"ARTROM STEEL TUBES SA              ",C,50056,"7.750 4.750 1.500 HF 4140 LN80 QT  ",20230609,220.000,"FT ",0.000,22046.000,217.500,20230113,20230707
514919,474,"ARTROM STEEL TUBES SA              ",C,50056,"7.750 4.750 1.500 HF 4140 LN80 QT  ",20221015,400.000,"FT ",0.000,40000.000,428.500,20220608,20221110
515535,177,"TENARIS GLOBAL SERVICES            ",C,50057,7.750 5.250 1.250 HF 4140 125KSI QT,20230220,240.000,"FT ",0.000,20000.000,269.249,20221017,20230306
513436,130,"METALLUS                           ",C,50058,"8.000 4.000 2.000 HF 4140 LN80 QT  ",20220916,160.000,"FT ",0.000,20000.000,126.083,20211223,20220908
515358,474,"ARTROM STEEL TUBES SA              ",C,50059,8.000 4.000 2.000 HF 4140 125KSI QT,20230115,320.000,"FT ",0.000,40000.000,346.333,20220901,20230126
513404,474,"ARTROM STEEL TUBES SA              ",C,50059,"8.000 4.000 2.000 HF 4140 P110 QT  ",20220707,460.000,"FT ",0.000,60000.000,472.250,20211222,20220707
516513,474,"ARTROM STEEL TUBES SA              ",C,50060,8.000 4.500 1.750 HF 4140 125KSI QT,20231106,342.833,"FT ",0.000,40000.000,358.333,20230718,20231109
500037,114,"PLYMOUTH TUBE COMPANY              ",C,50062,"2.394 1.687 .354 4130 P110 QT      ",20131101,1125960.000,"FT ",0.000,100000.000,0.000,20130812,0
500037,114,"PLYMOUTH TUBE COMPANY              ",C,50062,"2.394 1.687 .354 4130 P110 QT      ",20131101,100000.000,"FT ",0.000,100000.000,14252.584,20130812,20131008
500038,114,"PLYMOUTH TUBE COMPANY              ",C,50063,"3.249 2.255 .497 4130 P110 QT      ",20131101,40000.000,"FT ",0.000,40000.000,3114.667,20130812,20131021
500038,114,"PLYMOUTH TUBE COMPANY              ",C,50063,"3.249 2.255 .497 4130 P110 QT      ",20131101,42740.000,"FT ",0.000,80000.000,0.000,20130812,0
517379,474,"ARTROM STEEL TUBES SA              ",C,50066,"3.500 2.250 .625 HF 4130 LN80      ",20240805,1040.000,"FT ",0.000,20000.000,1164.083,20240325,20240805
515928,130,"METALLUS                           ",C,50066,"3.500 2.250 .625 HF 4130 LN80 QT   ",20231208,2080.000,"FT ",0.000,40000.000,2015.752,20230202,20231025
514797,130,"METALLUS                           ",C,50066,"3.500 2.250 .625 HF 4130 LN80 QT   ",20230123,2080.000,"FT ",0.000,40000.000,0.000,20220526,0
513721,177,"TENARIS GLOBAL SERVICES            ",C,50066,"3.500 2.250 .625 HF 4130 LN80 QT   ",20221031,1560.000,"FT ",0.000,30000.000,1783.832,20220208,20221003
513174,177,"TENARIS GLOBAL SERVICES            ",C,50066,"3.500 2.250 .625 HF 4130 LN80 QT   ",20220708,1040.000,"FT ",0.000,20000.000,1128.834,20211122,20220808
512802,130,"METALLUS                           ",C,50066,"3.500 2.250 .625 HF 4130 LN80 QT   ",20220805,1040.000,"FT ",0.000,20000.000,812.000,20211012,20220923
515292,474,"ARTROM STEEL TUBES SA              ",C,50069,"3.750 2.250 .750 HF 4140 125KSI QT ",20230215,3321.833,"FT ",0.000,80000.000,3473.248,20220817,20230215
515052,130,"METALLUS                           ",C,50069,"3.750 2.250 .750 HF 4140 125KSI QT ",20230623,1664.667,"FT ",0.000,40000.000,2087.419,20220630,20230626
513864,177,"TENARIS GLOBAL SERVICES            ",C,50069,"3.750 2.250 .750 HF 4140 125KSI QT ",20221230,1660.000,"FT ",0.000,40000.000,1937.918,20220225,20221228
512884,474,"ARTROM STEEL TUBES SA              ",C,50069,"3.750 2.250 .750 HF 4140 125KSI QT ",20220615,1675.000,"FT ",0.000,40000.000,1781.166,20211025,20220616
500044,114,"PLYMOUTH TUBE COMPANY              ",C,50069,"3.750 2.250 .750 4140 P110 QT      ",20131101,867.333,"FT ",0.000,867.333,867.333,20130812,20131022
500044,114,"PLYMOUTH TUBE COMPANY              ",C,50069,"3.750 2.250 .750 4140 P110 QT      ",20131101,840.000,"FT ",0.000,20000.000,0.000,20130812,0
515290,474,"ARTROM STEEL TUBES SA              ",C,50070,"4.000 2.750 .625 HF 4130 LN80 QT   ",20221209,980.000,"FT ",0.000,22046.000,974.000,20220817,20221230
512810,130,"METALLUS                           ",C,50070,"4.000 2.750 .625 HF 4130 LN80 QT   ",20230320,880.000,"FT ",0.000,20000.000,802.666,20211013,20230320
512321,177,"TENARIS GLOBAL SERVICES            ",C,50070,"4.000 2.750 .625 HF 4130 LN80 QT   ",20220725,980.000,"FT ",0.000,22046.000,1001.332,20210806,20220712
515600,177,"TENARIS GLOBAL SERVICES            ",C,50071,"4.000 2.750 .625 HF 4140 125KSI QT ",20230420,1780.000,"FT ",0.000,40000.000,2074.834,20221103,20230512
514928,177,"TENARIS GLOBAL SERVICES            ",C,50071,"4.000 2.750 .625 HF 4140 125KSI QT ",20230228,1780.000,"FT ",0.000,40000.000,2021.000,20220608,20230215
514058,177,"TENARIS GLOBAL SERVICES            ",C,50071,"4.000 2.750 .625 HF 4140 125KSI QT ",20230228,980.000,"FT ",0.000,22028.000,1154.668,20220316,20230428
512951,177,"TENARIS GLOBAL SERVICES            ",C,50071,"4.000 2.750 .625 HF 4140 125KSI QT ",20221015,992.000,"FT ",0.000,22000.000,964.084,20211102,20221016
516125,474,"ARTROM STEEL TUBES SA              ",C,50072,"4.250 2.500 .875 HF 4140 LN80 QT   ",20230707,642.667,"FT ",0.000,20000.000,642.083,20230323,20230707
513000,177,"TENARIS GLOBAL SERVICES            ",C,50072,"4.250 2.500 .875 HF 4140 LN80 QT   ",20220708,1260.000,"FT ",0.000,40000.000,1608.003,20211105,20220812
514477,177,"TENARIS GLOBAL SERVICES            ",C,50073,"4.250 2.750 .750 HF 4130 LN80 QT   ",20230131,1420.000,"FT ",0.000,40000.000,1689.916,20220422,20230227
513197,474,"ARTROM STEEL TUBES SA              ",C,50073,"4.250 2.750 .750 HF 4130 LN80 QT   ",20220615,780.000,"FT ",0.000,22040.000,867.415,20211129,20220720
517736,177,"TENARIS GLOBAL SERVICES            ",C,50075,"4.500 2.962 .769 HF 4130 LN80 QT   ",20241231,1520.000,"FT ",0.000,46696.000,1524.166,20240620,20250117
517735,130,"METALLUS                           ",C,50075,"4.500 2.962 .769 HF 4130 LN80 QT   ",20240920,1310.833,"FT ",0.000,40000.000,1369.667,20240620,20240916
517155,130,"METALLUS                           ",C,50075,"4.500 2.962 .769 HF 4130 LN80 QT   ",20240506,2612.250,"FT ",0.000,80000.000,3005.251,20240206,20240517
517650,177,"TENARIS GLOBAL SERVICES            ",C,50076,"4.500 2.962 .769 HF 4130 P110 QT   ",20241130,1300.000,"FT ",0.000,40000.000,1428.913,20240603,20241112
513814,474,"ARTROM STEEL TUBES SA              ",C,50076,"4.500 2.962 .769 HF 4130 P110 QT   ",20220711,1300.000,"FT ",0.000,40000.000,1369.500,20220217,20220707
513813,130,"METALLUS                           ",C,50076,"4.500 2.962 .769 HF 4130 P110 QT   ",20221128,1310.000,"FT ",0.000,40000.000,0.000,20220217,0
500040,114,"PLYMOUTH TUBE COMPANY              ",C,50076,"4.500 2.962 .769 4130 P110 QT      ",20131101,633.334,"FT ",0.000,633.334,633.333,20130812,20131024
