BDPONO_PurchaseOrderNumber,BDVNDR_VendorCode,VNAME_VendorName,BDRECD_RecordFlag,BDITEM_ItemNumber,BDCRTD_CreationDate,BDRPDATE_RequiredDate,BDOQOO_QuantityOrdered,BDIUOM_UnitOfMeasure,BDCQOO_ConfirmedQuantity,BDOOQ_OtherOrderedQuantity,BDTIQR_TimeInQueue,BDPOCDATE_PurchaseOrderDate,BDRCCDATE_ReceiptConfirmationDate
514323,571,"TREK METALS INC                    ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20221230,500.000,"FT ",0.000,40000.000,494.833,20220408,20221220
514322,571,"TREK METALS INC                    ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20220831,502.083,"FT ",0.000,40000.000,471.751,20220408,20220913
514003,247,"MAGELLAN CORPORATION               ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20220822,441.833,"FT ",0.000,35000.000,429.000,20220309,20220824
513992,571,"TREK METALS INC                    ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20220630,502.083,"FT ",0.000,40000.000,78.000,20220309,20220705
513686,247,"MAGELLAN CORPORATION               ",C,50375,"5.500 BAR HF 4140 110KSI QT        ",20221230,241.000,"FT ",0.000,20000.000,265.417,20220202,20230117
511943,132,"VALLOUREC USA CORPORATION          ",C,50376,16.000 13.000 1.500 HF 4130 LN80 NQ,20220609,84.000,"FT ",0.000,20000.000,104.750,20210604,20220622
515529,177,"TENARIS GLOBAL SERVICES            ",C,50377,5.500 3.000 1.250 HF 4140 125KSI QT,20230320,702.917,"FT ",0.000,40000.000,836.832,20221017,20230502
515152,177,"TENARIS GLOBAL SERVICES            ",C,50377,5.500 3.000 1.250 HF 4140 125KSI QT,20230131,702.917,"FT ",0.000,40000.000,840.083,20220719,20230504
513177,177,"TENARIS GLOBAL SERVICES            ",C,50377,5.500 3.000 1.250 HF 4140 125KSI QT,20220708,342.833,"FT ",0.000,20000.000,417.667,20211122,20220721
512370,130,"METALLUS                           ",C,50377,"5.500 3.000 1.250 HF 4140 P110 QT  ",20220718,360.000,"FT ",0.000,20000.000,335.668,20210811,20220727
518717,247,"MAGELLAN CORPORATION               ",C,50378,"9.000 BAR HF 4130 80KSI NQT        ",20250225,308.000,"FT ",0.000,67531.000,307.250,20250224,20250226
518386,571,"TREK METALS INC                    ",C,50378,"9.000 BAR HF 4130 80KSI NQT        ",20241204,40.167,"FT ",0.000,8700.000,37.334,20241203,20241204
518086,183,"DUFERCO STEEL INC.                 ",C,50378,"9.000 BAR HF 4130 80KSI NQT        ",20240926,40.167,"FT ",0.000,10000.000,45.500,20240925,20240927
513754,247,"MAGELLAN CORPORATION               ",C,50378,"9.000 BAR HF 4130 80KSI NQT        ",20220912,361.500,"FT ",0.000,80000.000,0.000,20220209,0
513225,247,"MAGELLAN CORPORATION               ",C,50378,"9.000 BAR HF 4130 80KSI NQT        ",20221028,321.333,"FT ",0.000,70000.000,318.583,20211202,20221024
513224,247,"MAGELLAN CORPORATION               ",C,50378,"9.000 BAR HF 4130 80KSI NQT        ",20220725,241.000,"FT ",0.000,50000.000,202.417,20211202,20220805
518196,177,"TENARIS GLOBAL SERVICES            ",C,50379,"8.000 6.000 1.000 HF 4140 LN80 QT  ",20250306,544.500,"FT ",0.000,40000.000,551.000,20241016,20250306
517653,177,"TENARIS GLOBAL SERVICES            ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20241130,786.500,"FT ",0.000,40000.000,851.751,20240603,20241230
516564,474,"ARTROM STEEL TUBES SA              ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20231106,786.500,"FT ",0.000,40000.000,865.251,20230802,20231109
515884,474,"ARTROM STEEL TUBES SA              ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20230428,803.333,"FT ",0.000,40000.000,798.417,20230120,20230503
515017,130,"METALLUS                           ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20230807,800.749,"FT ",0.000,40000.000,887.248,20220623,20230808
514050,177,"TENARIS GLOBAL SERVICES            ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20230228,964.000,"FT ",0.000,48895.000,971.167,20220316,20230303
513811,130,"METALLUS                           ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20230728,803.333,"FT ",0.000,40000.000,858.000,20220217,20230724
513084,177,"TENARIS GLOBAL SERVICES            ",C,50381,"6.250 4.500 .875 HF 4140 LN80 QT   ",20220729,443.667,"FT ",0.000,22050.000,486.166,20211115,20220819
515929,130,"METALLUS                           ",C,50382,"5.250 3.500 .875 HF 4140 LN80 QT   ",20240212,480.000,"FT ",0.000,20000.000,468.167,20230202,20240223
513708,177,"TENARIS GLOBAL SERVICES            ",C,50382,"5.250 3.500 .875 HF 4140 LN80 QT   ",20220909,984.083,"FT ",0.000,40000.000,1126.251,20220207,20220922
512806,130,"METALLUS                           ",C,50382,"5.250 3.500 .875 HF 4140 LN80 QT   ",20220725,480.000,"FT ",0.000,20000.000,517.251,20211013,20220801
518615,130,"METALLUS                           ",A,50383,"5.250 3.750 .750 HF 4140 LN80 QT.. ",20250428,562.333,"FT ",562.333,20000.000,0.000,20250129,0
516247,474,"ARTROM STEEL TUBES SA              ",C,50383,"5.250 3.750 .750 HF 4140 LN80 QT   ",20230801,1109.167,"FT ",0.000,40000.000,1185.835,20230426,20230721
515878,474,"ARTROM STEEL TUBES SA              ",C,50383,"5.250 3.750 .750 HF 4140 LN80 QT   ",20230428,8876.833,"FT ",0.000,320000.000,0.000,20230119,0
514621,177,"TENARIS GLOBAL SERVICES            ",C,50383,"5.250 3.750 .750 HF 4140 LN80 QT   ",20230228,2702.333,"FT ",0.000,97524.000,2706.500,20220506,20230222
514586,130,"METALLUS                           ",C,50383,"5.250 3.750 .750 HF 4140 LN80 QT   ",20220725,1104.583,"FT ",0.000,40000.000,1134.248,20220505,20220902
513333,177,"TENARIS GLOBAL SERVICES            ",C,50383,"5.250 3.750 .750 HF 4140 LN80 QT   ",20220930,1391.500,"FT ",0.000,50103.000,1378.250,20211215,20221019
512437,177,"TENARIS GLOBAL SERVICES            ",C,50383,"5.250 3.750 .750 HF 4140 LN80 QT   ",20220708,1100.000,"FT ",0.000,40000.000,1300.250,20210819,20220629
516213,474,"ARTROM STEEL TUBES SA              ",C,50385,"6.250 4.250 1.000 HF 4140 LN80 QT  ",20230801,383.167,"FT ",0.000,22046.000,440.165,20230418,20230721
515473,474,"ARTROM STEEL TUBES SA              ",C,50385,"6.250 4.250 1.000 HF 4140 LN80 QT  ",20230115,401.667,"FT ",0.000,22046.000,401.500,20220929,20230127
513803,177,"TENARIS GLOBAL SERVICES            ",C,50385,"6.250 4.250 1.000 HF 4140 LN80 QT  ",20220930,401.667,"FT ",0.000,22050.000,345.250,20220217,20220912
513085,177,"TENARIS GLOBAL SERVICES            ",C,50385,"6.250 4.250 1.000 HF 4140 LN80 QT  ",20220729,403.333,"FT ",0.000,22050.000,398.001,20211115,20220801
517657,177,"TENARIS GLOBAL SERVICES            ",C,50387,7.750 4.750 1.500 HF 4140 125KSI QT,20241130,201.667,"FT ",0.000,20000.000,193.083,20240603,20241202
513714,177,"TENARIS GLOBAL SERVICES            ",C,50387,7.750 4.750 1.500 HF 4140 125KSI QT,20221031,502.083,"FT ",0.000,51235.000,509.917,20220207,20221114
513102,177,"TENARIS GLOBAL SERVICES            ",C,50387,7.750 4.750 1.500 HF 4140 125KSI QT,20230228,484.833,"FT ",0.000,48946.000,142.000,20211115,20220919
517783,177,"TENARIS GLOBAL SERVICES            ",C,50388,7.250 4.750 1.250 HF 4140 125KSI QT,20241231,584.833,"FT ",0.000,46939.000,585.251,20240703,20241217
515774,177,"TENARIS GLOBAL SERVICES            ",C,50388,7.250 4.750 1.250 HF 4140 125KSI QT,20230617,743.083,"FT ",0.000,60000.000,885.168,20221220,20230530
515647,474,"ARTROM STEEL TUBES SA              ",C,50388,7.250 4.750 1.250 HF 4140 125KSI QT,20230428,502.083,"FT ",0.000,40000.000,564.583,20221116,20230504
513016,177,"TENARIS GLOBAL SERVICES            ",C,50388,7.250 4.750 1.250 HF 4140 125KSI QT,20220909,502.083,"FT ",0.000,40000.000,417.250,20211108,20220912
512512,177,"TENARIS GLOBAL SERVICES            ",C,50388,"7.250 4.750 1.250 HF 4140 125K QT  ",20220831,506.000,"FT ",0.000,39903.670,515.166,20210827,20220912
513662,130,"METALLUS                           ",C,50390,"5.250 2.250 1.500 HF  4140 LN80 QT ",20230505,341.417,"FT ",0.000,20000.000,344.167,20220128,20230502
512773,130,"METALLUS                           ",C,50390,"5.250 2.250 1.500 HF  4140 LN80 QT ",20220725,341.417,"FT ",0.000,20000.000,324.665,20211011,20220801
518264,130,"METALLUS                           ",C,50391,"5.000 3.500 .750 HF 4140 LN80 QT   ",20250127,580.000,"FT ",0.000,20000.000,646.331,20241030,20000000
513707,177,"TENARIS GLOBAL SERVICES            ",C,50391,"5.000 3.500 .750 HF 4140 LN80 QT   ",20220909,582.417,"FT ",0.000,20000.000,672.583,20220207,20220920
517120,177,"TENARIS GLOBAL SERVICES            ",C,50397,10.000 7.250 1.375 HF 4130M 125Y QT,20240906,636.000,"FT ",0.000,80000.000,656.166,20240125,20241101
515778,177,"TENARIS GLOBAL SERVICES            ",C,50397,10.000 7.250 1.375 HF 4130M 125Y QT,20230815,321.333,"FT ",0.000,40000.000,373.584,20221221,20230915
514489,177,"TENARIS GLOBAL SERVICES            ",C,50397,10.000 7.250 1.375 HF 4130M 125Y QT,20230215,321.333,"FT ",0.000,40000.000,396.248,20220422,20230224
512977,130,"METALLUS                           ",C,50397,10.000 7.250 1.375 HF 4130M 125Y QT,20220812,628.834,"FT ",0.000,80000.000,612.251,20211104,20220822
513332,177,"TENARIS GLOBAL SERVICES            ",C,50401,"5.000 3.750 .625 HF 4130 LN80 QT   ",20221028,685.667,"FT ",0.000,20000.000,701.000,20211215,20221031
518294,890,"ADVANCED ALLOYS LLC                ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20241108,40.167,"FT ",0.000,10000.000,40.834,20241106,20241111
518259,119,"ACCU-TEST LABS, LLP                ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20241101,20.000,"FT ",0.000,5.000,0.000,20241029,0
518238,890,"ADVANCED ALLOYS LLC                ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20241029,21.000,"FT ",0.000,5335.000,21.250,20241023,20241029
515000,571,"TREK METALS INC                    ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20221017,100.417,"FT ",0.000,25000.000,0.000,20220621,0
514999,571,"TREK METALS INC                    ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20230210,60.250,"FT ",0.000,15000.000,58.500,20220621,20230213
514107,247,"MAGELLAN CORPORATION               ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20220630,80.333,"FT ",0.000,20000.000,85.416,20220321,20220624
513755,247,"MAGELLAN CORPORATION               ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20220630,165.417,"FT ",0.000,40000.000,148.667,20220209,20220629
513606,571,"TREK METALS INC                    ",C,50405,"9.500 BAR HF 4140 110KSI NQT       ",20220729,39.250,"FT ",0.000,10000.000,58.167,20220121,20220822
518377,247,"MAGELLAN CORPORATION               ",C,50406,"12.000 BAR HF 4130 80KSI NQT       ",20241202,20.083,"FT ",0.000,8000.000,20.333,20241126,20241203
517827,247,"MAGELLAN CORPORATION               ",C,50406,"12.000 BAR HF 4130 80KSI NQT       ",20240724,43.833,"FT ",0.000,17400.000,43.166,20240723,20240725
517621,183,"DUFERCO STEEL INC.                 ",C,50406,"12.000 BAR HF 4130 80KSI NQT       ",20240528,36.333,"FT ",0.000,14700.000,36.333,20240523,20240528
515970,792,"SOUTHWEST ALLOYS LLC               ",C,50406,"12.000 BAR HF 4130 80KSI NQT       ",20230217,98.083,"FT ",0.000,38514.000,97.165,20230215,20230220
518783,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20250325,602.500,"FT ",0.000,10000.000,559.000,20250311,20250327
518286,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20250106,482.000,"FT ",0.000,8000.000,548.917,20241106,20241216
518081,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20240926,550.000,"FT ",0.000,9024.000,535.667,20240925,20240930
517333,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20240325,1109.167,"FT ",0.000,18400.000,1100.000,20240313,20240327
517332,183,"DUFERCO STEEL INC.                 ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20240314,201.667,"FT ",0.000,3517.000,204.250,20240313,20240318
516893,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20231128,418.000,"FT ",0.000,7100.000,426.000,20231116,20231129
516776,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20231016,414.000,"FT ",0.000,7100.000,426.333,20231013,20231018
516342,183,"DUFERCO STEEL INC.                 ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20230807,1205.000,"FT ",0.000,20000.000,1245.167,20230525,20230801
515282,183,"DUFERCO STEEL INC.                 ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20221031,1205.000,"FT ",0.000,20000.000,976.500,20220817,20221103
514828,530,"STEEL DYNAMICS                     ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20221031,2389.917,"FT ",0.000,40000.000,0.000,20220526,0
514005,247,"MAGELLAN CORPORATION               ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20220822,602.500,"FT ",0.000,10000.000,0.000,20220309,0
513056,530,"STEEL DYNAMICS                     ",C,50407,"2.500 BAR HF 4140 110KSI NQT       ",20221107,1900.000,"FT ",0.000,31831.000,1885.750,20211111,20221205
518213,792,"SOUTHWEST ALLOYS LLC               ",C,50409,"6.500 BAR HF 4130 80KSI NQT        ",20241125,243.750,"FT ",0.000,26768.000,232.166,20241018,20241114
517901,792,"SOUTHWEST ALLOYS LLC               ",C,50409,"6.500 BAR HF 4130 80KSI NQT        ",20240815,241.000,"FT ",0.000,27000.000,175.833,20240813,20240816
515581,247,"MAGELLAN CORPORATION               ",C,50409,"6.500 BAR HF 4130 80KSI NQT        ",20221118,80.333,"FT ",0.000,10000.000,102.667,20221101,20221118
515176,571,"TREK METALS INC                    ",C,50409,"6.500 BAR HF 4130 80KSI NQT        ",20221230,80.000,"FT ",0.000,10000.000,104.500,20220727,20221220
515602,474,"ARTROM STEEL TUBES SA              ",C,50410,4.250 2.250 1.000 HF 4140 125KSI QT,20230228,1149.500,"FT ",0.000,40000.000,1258.167,20221103,20230215
514637,130,"METALLUS                           ",C,50410,4.250 2.250 1.000 HF 4140 125KSI QT,20230220,1144.750,"FT ",0.000,40000.000,1185.833,20220506,20230221
512998,177,"TENARIS GLOBAL SERVICES            ",C,50410,4.250 2.250 1.000 HF 4140 125KSI QT,20220708,1144.750,"FT ",0.000,40000.000,1417.751,20211105,20220720
512952,177,"TENARIS GLOBAL SERVICES            ",C,50411,"4.250 2.250 1.000 HF 4140 LN80 QT  ",20220708,870.000,"FT ",0.000,30000.000,1179.000,20211102,20220725
512464,130,"METALLUS                           ",C,50411,"4.250 2.250 1.000 HF 4140 LN80 QT  ",20220630,582.417,"FT ",0.000,20000.000,624.082,20210819,20220627
514883,571,"TREK METALS INC                    ",C,50412,"3.250 BAR HF 4130 80KSI QT         ",20221219,1425.917,"FT ",0.000,40000.000,1445.250,20220605,20230201
514882,571,"TREK METALS INC                    ",C,50412,"3.250 BAR HF 4130 80KSI QT         ",20221230,1425.917,"FT ",0.000,40000.000,1467.917,20220605,20221205
513322,247,"MAGELLAN CORPORATION               ",C,50412,"3.250 BAR HF 4130 80KSI QT         ",20220725,2125.250,"FT ",0.000,60000.000,1201.417,20211214,20220622
513205,571,"TREK METALS INC                    ",C,50412,"3.250 BAR HF 4130 80KSI QT         ",20220630,2128.833,"FT ",0.000,60000.000,2034.167,20211130,20220712
514893,538,"GLOBAL FORMING TECHNOLOGIES LTD    ",C,50414,"6.250 BAR HF 4140 110KSI QT++      ",20230501,381.583,"FT ",0.000,40000.000,367.834,20220605,20230502
512804,130,"METALLUS                           ",C,50417,"4.500 3.250 .625 HF 4130 P110 QT   ",20220826,780.000,"FT ",0.000,20000.000,845.169,20211013,20220823
518236,247,"MAGELLAN CORPORATION               ",C,50422,"4.000 BAR HF 4140 80KSI QT         ",20241025,396.000,"FT ",0.000,17000.000,396.000,20241023,20241029
517980,247,"MAGELLAN CORPORATION               ",C,50422,"4.000 BAR HF 4140 80KSI QT         ",20240903,399.000,"FT ",0.000,16800.000,396.000,20240830,20240906
517325,247,"MAGELLAN CORPORATION               ",C,50422,"4.000 BAR HF 4140 80KSI QT         ",20240325,201.667,"FT ",0.000,8460.000,198.000,20240312,20240322
515968,571,"TREK METALS INC                    ",C,50422,"4.000 BAR HF 4140 80KSI NQT        ",20230216,475.000,"FT ",0.000,20000.000,459.750,20230215,20230220
515406,571,"TREK METALS INC                    ",C,50422,"4.000 BAR HF 4140 80KSI NQT        ",20230131,461.917,"FT ",0.000,20000.000,484.500,20220913,20230119
512846,530,"STEEL DYNAMICS                     ",C,50422,"4.000 BAR HF 4140 80KSI NQT        ",20231031,1401.500,"FT ",0.000,60000.000,1036.417,20211019,20230801
518011,247,"MAGELLAN CORPORATION               ",C,50423,"9.000 BAR HF 4140 80KSI NQT        ",20240912,220.917,"FT ",0.000,49545.000,223.501,20240910,20240916
515316,571,"TREK METALS INC                    ",C,50423,"9.000 BAR HF 4140 80KSI NQT        ",20221010,100.417,"FT ",0.000,20000.000,0.000,20220824,0
514854,247,"MAGELLAN CORPORATION               ",C,50423,"9.000 BAR HF 4140 80KSI NQT        ",20231220,180.750,"FT ",0.000,40000.000,201.000,20220602,20231208
514855,247,"MAGELLAN CORPORATION               ",C,50424,"9.500 BAR HF 4130 80KSI NQT        ",20220930,200.833,"FT ",0.000,50000.000,0.000,20220602,0
514665,694,"FRISA METALS LLC                   ",C,50424,"9.500 BAR HF 4130 80KSI NQT        ",20220919,502.083,"FT ",0.000,120000.000,527.585,20220510,20220920
518759,247,"MAGELLAN CORPORATION               ",A,50425,"10.000 BAR HF 4130 80KSI NQT       ",20250512,80.333,"FT ",80.333,20000.000,0.000,20250305,0
518358,200,"FRISA FORJADOS S.A. DE C.V.        ",C,50425,"10.000 BAR HF 4130 80KSI NQT       ",20250210,146.667,"FT ",0.000,40000.000,151.167,20241121,20250205
518356,792,"SOUTHWEST ALLOYS LLC               ",C,50425,"10.000 BAR HF 4130 80KSI NQT       ",20241125,23.250,"FT ",0.000,6240.000,23.167,20241121,20241125
517983,183,"DUFERCO STEEL INC.                 ",C,50425,"10.000 BAR HF 4130 80KSI NQT       ",20241023,80.333,"FT ",0.000,20000.000,68.750,20240904,20241017
517633,247,"MAGELLAN CORPORATION               ",C,50425,"10.000 BAR HF 4130 80KSI NQT       ",20240604,152.000,"FT ",0.000,40000.000,148.750,20240529,20240605
514584,694,"FRISA METALS LLC                   ",C,50425,"10.000 BAR HF 4130 80KSI NQT       ",20220912,602.500,"FT ",0.000,160000.000,739.083,20220505,20221207
513423,247,"MAGELLAN CORPORATION               ",C,50425,"10.000 BAR HF 4130 80KSI NQT       ",20220831,80.333,"FT ",0.000,20000.000,59.250,20211222,20220829
518082,247,"MAGELLAN CORPORATION               ",A,50426,"11.000 BAR HF 4130 80KSI NQT       ",20250418,120.500,"FT ",120.500,40000.000,0.000,20240925,0
517508,247,"MAGELLAN CORPORATION               ",C,50426,"11.000 BAR HF 4130 80KSI NQT       ",20240522,42.000,"FT ",0.000,13600.000,41.500,20240424,20240521
517296,247,"MAGELLAN CORPORATION               ",C,50426,"11.000 BAR HF 4130 80KSI NQT       ",20240308,126.000,"FT ",0.000,40000.000,121.583,20240306,20240308
517064,247,"MAGELLAN CORPORATION               ",C,50426,"11.000 BAR HF 4130 80KSI NQT       ",20240717,120.500,"FT ",0.000,40000.000,123.333,20240110,20240118
515694,247,"MAGELLAN CORPORATION               ",C,50426,"11.000 BAR HF 4130 80KSI NQT       ",20231220,121.917,"FT ",0.000,40000.000,123.584,20221201,20231129
513944,247,"MAGELLAN CORPORATION               ",C,50426,"11.000 BAR HF 4130 80KSI NQT       ",20230501,355.250,"FT ",0.000,120000.000,358.085,20220307,20230426
513307,247,"MAGELLAN CORPORATION               ",C,50426,"11.000 BAR HF 4130 80KSI NQT       ",20220815,140.583,"FT ",0.000,48000.000,135.000,20211213,20220907
518325,247,"MAGELLAN CORPORATION               ",C,50427,"11.500 BAR HF 4130 75KSI NQT       ",20241115,80.333,"FT ",0.000,28800.000,90.917,20241114,20241119
518246,247,"MAGELLAN CORPORATION               ",C,50427,"11.500 BAR HF 4130 75KSI NQT       ",20241025,80.333,"FT ",0.000,28800.000,85.250,20241024,20241029
