ITITEM_ItemNumber,ITTAG_TagNumber,ITTDES_TagDescription,ITLNTH_LengthFeet,ITTPCS_NumberOfPieces,ITHEAT_HeatNumber,ITV301_VendorOrBatchCode,ITLOCT_StorageLocation,ITTQTY_TotalQuantity,ITRQTY_ReservedQuantity,IMFSP2_ItemFamilyGroup
51772," 331112","10.000 BAR HF 4340 ANN             ",67.0000,1.000,"X8950          ","2337002                       ","2SB36  ",5.583,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334605","10.000 BAR HF 4340 ANN             ",235.0000,1.000,"X9897          ","2343612                       ","19S7   ",19.583,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334606","10.000 BAR HF 4340 ANN             ",236.0000,1.000,"X9897          ","2343612                       ","19S7   ",19.667,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334607","10.000 BAR HF 4340 ANN             ",241.0000,1.000,"X9897          ","2343612                       ","19S7   ",20.083,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334608","10.000 BAR HF 4340 ANN             ",242.0000,2.000,"X9897          ","2343612                       ","19S7   ",40.333,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334609","10.000 BAR HF 4340 ANN             ",260.0000,1.000,"X9897          ","2343612                       ","19S7   ",21.667,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334610","10.000 BAR HF 4340 ANN             ",263.0000,1.000,"X9897          ","2343612                       ","19S7   ",21.917,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51772," 334611","10.000 BAR HF 4340 ANN             ",264.0000,1.000,"X9897          ","2343612                       ","19S7   ",22.000,0.000,"AB10.000-00.000 HF 4340 ANN                                           "
51775," 337678","7.500 BAR HF 4140 110 KSI QT++     ",34.0000,1.000,"2016049Z       ","H722107320                    ","2SB10  ",2.833,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 337680","7.500 BAR HF 4140 110 KSI QT++     ",35.0000,1.000,"2016049Z       ","H722107320                    ","2SB10  ",2.917,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 337199","7.500 BAR HF 4140 110 KSI QT++     ",35.0000,1.000,"2016049Z       ","H722107320                    ","2SB5   ",2.917,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 337203","7.500 BAR HF 4140 110 KSI QT++     ",37.0000,1.000,"2016049Z       ","H722107320                    ","2SB16  ",3.083,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 320850","7.500 BAR HF 4140 110 KSI QT++     ",38.0000,1.000,"2016049Z       ","H722107320                    ","2SB38  ",3.167,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 329937","7.500 BAR HF 4140 110 KSI QT++     ",40.0000,1.000,"2016049Z       ","H722107320                    ","2SB30  ",3.333,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 338842","7.500 BAR HF 4140 110 KSI QT++     ",107.0000,1.000,"2016049Z       ","H722107320                    ","2SB46  ",8.917,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 260986","7.500 BAR HF 4140 110 KSI QT++     ",237.0000,1.000,"2016049Z       ","H722107320                    ","3S11   ",19.750,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51775," 260985","7.500 BAR HF 4140 110 KSI QT++     ",238.0000,2.000,"2016049Z       ","H722107320                    ","3S11   ",39.671,0.000,"AB07.500-00.000 HF 4140 110 KSI QT++                                  "
51776," 291237","1.315 1.049 .133 HF A106B  NORM    ",173.0000,1.000,"1231124        ","2682                          ","WHS    ",14.417,0.000,"KT01.315-01.049 HF A106B  NORM                                        "
51780," 297198","19.000 14.500 2.250 4130M 110-1++  ",31.0000,1.000,"1014135E       ","T421158450                    ","9S11   ",2.583,0.000,"AT19.000-14.500 HF 4130M 110-125KSI QT++                              "
51780," 297200","19.000 14.500 2.250 4130M 110-1++  ",47.0000,1.000,"1014135E       ","T421158450                    ","25S7   ",3.917,0.000,"AT19.000-14.500 HF 4130M 110-125KSI QT++                              "
51780," 339919","19.000 14.500 2.250 4130M 110-1++  ",176.0000,1.000,"24030767Z      ","T424256600                    ","14S6   ",14.667,0.000,"AT19.000-14.500 HF 4130M 110-125KSI QT++                              "
51781," 328199","5.250 BAR HF 4130 80 KSI NQT       ",257.0000,1.000,"636916         ","2043953                       ","5S9    ",21.417,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 328204","5.250 BAR HF 4130 80 KSI NQT       ",262.0000,1.000,"636916         ","2043953                       ","5S9    ",21.833,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 328203","5.250 BAR HF 4130 80 KSI NQT       ",265.0000,1.000,"636916         ","2043953                       ","5S9    ",22.083,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 328202","5.250 BAR HF 4130 80 KSI NQT       ",271.0000,2.000,"636916         ","2043953                       ","5S9    ",45.167,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 328201","5.250 BAR HF 4130 80 KSI NQT       ",273.0000,2.000,"636916         ","2043953                       ","5S9    ",45.500,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 328200","5.250 BAR HF 4130 80 KSI NQT       ",275.0000,3.000,"636916         ","2043953                       ","5S9    ",68.750,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 339711","5.250 BAR HF 4130 80 KSI NQT       ",32.0000,1.000,"D2216359       ","1200017703                    ","1SB5   ",2.667,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 340333","5.250 BAR HF 4130 80 KSI NQT       ",143.0000,1.000,"D2216359       ","1200017703                    ","1SB53  ",11.917,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51781," 324374","5.250 BAR HF 4130 80 KSI NQT       ",212.0000,3.000,"D2216359       ","1200017703                    ","5S9    ",52.999,0.000,"AB05.250-00.000 HF 4130 80 KSI NQT                                    "
51782," 339987",7.000 2.000 2.500 HF 4130M7  NQT 27,20.0000,1.000,"X4242          ","509724                        ",1968481,1.667,1.667,"AT07.000-02.000 HF 4130M7  NQT 271/326                                "
51782," 339988",7.000 2.000 2.500 HF 4130M7  NQT 27,64.0000,1.000,"X4242          ","509724                        ","3ST32  ",5.333,0.000,"AT07.000-02.000 HF 4130M7  NQT 271/326                                "
51782," 292895",7.000 2.000 2.500 HF 4130M7  NQT 27,265.0000,1.000,"X4242          ","509724                        ","16S4   ",22.084,0.000,"AT07.000-02.000 HF 4130M7  NQT 271/326                                "
51782," 325039",7.000 2.000 2.500 HF 4130M7  NQT 27,237.0000,1.000,"X4242          ","515450                        ","26S6   ",19.750,0.000,"AT07.000-02.000 HF 4130M7  NQT 271/326                                "
51782," 317488",7.000 2.000 2.500 HF 4130M7  NQT 27,264.0000,3.000,"X4242          ","515450                        ","26S6   ",66.000,0.000,"AT07.000-02.000 HF 4130M7  NQT 271/326                                "
51782," 317489",7.000 2.000 2.500 HF 4130M7  NQT 27,265.0000,3.000,"X4242          ","515450                        ","26S6   ",66.250,0.000,"AT07.000-02.000 HF 4130M7  NQT 271/326                                "
51783," 175848",6.625 4.500 1.063 HF 4130M 110-125K,30.0000,2.000,"980591         ","486429                        ","3ST8   ",5.000,0.000,"AT06.625-04.500 HF 4130M 110-125KSI QT                                "
51785," 295109","1.750 BAR HF 410  ANN              ",32.0000,1.000,"SJ1957+        ","509549                        ","PR1    ",2.667,0.000,"SB01.750-00.000 HF 410  ANN                                           "
51785," 295107","1.750 BAR HF 410  ANN              ",45.0000,1.000,"SJ1957+        ","509549                        ","PR2    ",3.750,0.000,"SB01.750-00.000 HF 410  ANN                                           "
51786," 290637","4.000 BAR HF 17-4  SOL ANN 311-375 ",79.0000,1.000,"130158+        ","509186                        ","CR     ",6.583,0.000,"SB04.000-00.000 HF 17-4  SOL ANN  311-375 BHN                         "
51786," 293770","4.000 BAR HF 17-4  SOL ANN 311-375 ",43.0000,1.000,"3SP116         ","509968                        ","CR1    ",3.583,0.000,"SB04.000-00.000 HF 17-4  SOL ANN  311-375 BHN                         "
51786," 293771","4.000 BAR HF 17-4  SOL ANN 311-375 ",59.0000,1.000,"SP2742         ","509968                        ","CR1    ",4.917,0.000,"SB04.000-00.000 HF 17-4  SOL ANN  311-375 BHN                         "
51786," 306720","4.000 BAR HF 17-4  SOL ANN 311-375 ",106.0000,1.000,"SQ2039+        ","512862                        ","CR1    ",8.833,0.000,"SB04.000-00.000 HF 17-4  SOL ANN  311-375 BHN                         "
51787," 312492","2.000 BAR HF 17-4  SOL ANN 311-375 ",36.0000,1.000,"SK1817-F162    ","486378                        ","CR1    ",3.000,0.000,"SB02.000-00.000 HF 17-4  SOL ANN 311-375                              "
51787," 323231","2.000 BAR HF 17-4  SOL ANN 311-375 ",63.0000,1.000,"SQ0284         ","507877                        ","CR1    ",5.250,0.000,"SB02.000-00.000 HF 17-4  SOL ANN 311-375                              "
51788," 310721","3.500 BAR HF 17-4                  ",85.0000,1.000,"113013         ","486376                        ","CR1    ",7.083,0.000,"SB03.500-00.000 HF 17-4  311-375                                      "
51790," 317006",8.750 7.250 .750 HF 4140 140-155KSI,8.0000,4.000,"2075156Z       ","511053                        ","RY     ",2.667,0.000,"AT08.750-07.250 HF 4140 140-155 KSI QT                                "
51790," 316836",8.750 7.250 .750 HF 4140 140-155KSI,21.0000,1.000,"2075156Z       ","511230                        ","RY     ",1.750,0.000,"AT08.750-07.250 HF 4140 140-155 KSI QT                                "
51790," 284194",8.750 7.250 .750 HF 4140 140-155KSI,11.0000,1.000,"30784+         ","506575                        ","RY     ",0.917,0.000,"AT08.750-07.250 HF 4140 140-155 KSI QT                                "
51796," 335979","17.000 BAR HF 4340  NQT            ",62.0000,1.000,"1237460        ","745553                        ","2SB33  ",5.167,0.000,"AB17.000-00.000 HF 4340  NQT                                          "
51796," 312843","17.000 BAR HF 4340  NQT            ",74.0000,1.000,"1237640        ","746862                        ","2SB33  ",6.167,0.000,"AB17.000-00.000 HF 4340  NQT                                          "
51797," 178338","7.000 BAR HF 304/304L  SOL ANN     ",24.0000,1.000,"282455         ","5844680                       ","CR1    ",2.000,0.000,"SB07.000-00.000 HF 304/304L  SOL ANN                                  "
51797," 305800","7.000 BAR HF 304/304L  SOL ANN..   ",55.0000,1.000,"A09647         ","367748                        ","CR1    ",4.583,0.000,"SB07.000-00.000 HF 304/304L  SOL ANN                                  "
51797," 186555","7.000 BAR HF 304/304L  SOL ANN     ",143.0000,1.000,"A09647         ","367748                        ","CR1    ",11.917,0.000,"SB07.000-00.000 HF 304/304L  SOL ANN                                  "
51797," 178106","7.000 BAR HF 304/304L  SOL ANN     ",152.0000,1.000,"A09647         ","367748                        ","CR1    ",12.666,0.000,"SB07.000-00.000 HF 304/304L  SOL ANN                                  "
51799," 325629","11.500 BAR HF 4130 80 KSI NQT      ",54.0000,1.000,"480378         ","404620/1                      ","2SB17  ",4.500,0.000,"AB11.500-00.000 HF 4130 80 KSI NQT                                    "
51799," 193778","11.500 BAR HF 4130 80 KSI NQT      ",4.0000,2.000,"E65350         ","01675A/HM                     ","RY     ",0.667,0.000,"AB11.500-00.000 HF 4130 80 KSI NQT                                    "
51801," 328477","4.500 BAR HF 4140 110 KSI QT++     ",37.0000,1.000,"8028561E       ","B118259310                    ","1SB18  ",3.083,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 340465","4.500 BAR HF 4140 110 KSI QT++     ",158.0000,1.000,"8028561E       ","B118259310                    ","1S6    ",13.167,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 318925","4.500 BAR HF 4140 110KSI QT++      ",258.0000,1.000,"8028561E       ","B118259310                    ","1S6    ",21.500,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 335179","4.500 BAR HF 4140 110 KSI QT++     ",43.0000,1.000,"8028561Z       ","B118257490                    ","1SB11  ",3.583,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 339628","4.500 BAR HF 4140 110 KSI QT++     ",76.0000,1.000,"8028563Z       ","B119009260                    ","1SB31  ",6.333,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 339627","4.500 BAR HF 4140 110 KSI QT++     ",177.0000,1.000,"8028563Z       ","B119009260                    ",1969061,14.750,14.750,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 319527","4.500 BAR HF 4140 110 KSI QT++     ",252.0000,1.000,"8028563Z       ","B119009260                    ","1S6    ",21.000,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51801," 319528","4.500 BAR HF 4140 110 KSI QT++     ",253.0000,1.000,"8028563Z       ","B119009260                    ","1S6    ",21.084,0.000,"AB04.500-00.000 HF 4140 110 KSI QT++                                  "
51802," 204576","7.500 BAR HF 4330V 150 KSI QT++    ",24.0000,1.000,"8024687Z       ","F31803445A                    ","2SB4   ",2.000,0.000,"AB07.500-00.000 HF 4330V 150 KSI QT++                                 "
51804," 337728","7.500 BAR HF 4130M7  AR            ",200.0000,1.000,"T1439          ","NA                            ","19S10  ",16.667,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 337729","7.500 BAR HF 4130M7  AR            ",356.0000,2.000,"T1439          ","NA                            ","19S10  ",59.333,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 337730","7.500 BAR HF 4130M7  AR            ",358.0000,1.000,"T1439          ","NA                            ","19S10  ",29.833,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 338626","7.500 BAR HF 4130M7  AR            ",358.0000,2.000,"T1439          ","NA                            ","19S10  ",59.667,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 288875","7.500 BAR HF 4130M7  AR            ",22.0000,2.000,"X3691          ","NA                            ","1S1    ",3.666,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 288877","7.500 BAR HF 4130M7  AR            ",25.0000,1.000,"X3691          ","NA                            ","1S1    ",2.083,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 288878","7.500 BAR HF 4130M7  AR            ",28.0000,1.000,"X3691          ","NA                            ","1S1    ",2.333,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 330675","7.500 BAR HF 4130M7  AR            ",103.0000,1.000,"X7357          ","NA                            ","2SB49  ",8.583,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 318854","7.500 BAR HF 4130M7  AR            ",164.0000,1.000,"X7357          ","NA                            ","19S10  ",13.667,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 300623","7.500 BAR HF 4130M7  AR            ",295.0000,1.000,"X7357          ","NA                            ","19S10  ",24.583,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51804," 253517","7.500 BAR HF 4130M7  AR            ",26.0000,1.000,"Y5948          ","NA                            ","1SB6   ",2.167,0.000,"AB07.500-00.000 HF 4130M7  AR                                         "
51807," 337574","13.000 BAR HF 4140 110 KSI QT++    ",13.0000,1.000,"ZH22-12-49     ","JH2301056                     ","RY     ",1.083,0.000,"AB13.000-00.000 HF 4140 110 KSI QT++                                  "
51807," 328585","13.000 BAR HF 4140 110 KSI QT++    ",76.0000,1.000,"ZH22-12-49+    ","JH2301056                     ","2SB40  ",6.333,0.000,"AB13.000-00.000 HF 4140 110 KSI QT++                                  "
51808," 338052","6.000 4.250 .875 HF 4140 125KSI++  ",45.0000,1.000,"2075610Z       ","T222119230                    ","3ST18  ",3.750,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 340606","6.000 4.250 .875 HF 4140 125KSI++  ",115.0000,1.000,"2075610Z       ","T222119230                    ","3ST51  ",9.583,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267581","6.000 4.250 .875 HF 4140 125KSI++  ",199.0000,2.000,"2075610Z       ","T222119230                    ","25S3   ",33.167,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267583","6.000 4.250 .875 HF 4140 125KSI++  ",200.0000,1.000,"2075610Z       ","T222119230                    ","25S3   ",16.667,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267580","6.000 4.250 .875 HF 4140 125KSI++  ",201.0000,1.000,"2075610Z       ","T222119230                    ","25S3   ",16.750,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267570","6.000 4.250 .875 HF 4140 125KSI++  ",202.0000,4.000,"2075610Z       ","T222119230                    ","25S3   ",67.334,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267566","6.000 4.250 .875 HF 4140 125KSI++  ",203.0000,12.000,"2075610Z       ","T222119230                    ","25S3   ",203.000,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267575","6.000 4.250 .875 HF 4140 125KSI++  ",204.0000,17.000,"2075610Z       ","T222119230                    ","25S3   ",289.000,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267574","6.000 4.250 .875 HF 4140 125KSI++  ",205.0000,5.000,"2075610Z       ","T222119230                    ","25S3   ",85.417,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267579","6.000 4.250 .875 HF 4140 125KSI++  ",206.0000,1.000,"2075610Z       ","T222119230                    ","25S3   ",17.166,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267569","6.000 4.250 .875 HF 4140 125KSI++  ",212.0000,3.000,"2075610Z       ","T222119230                    ","25S3   ",52.999,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267567","6.000 4.250 .875 HF 4140 125KSI++  ",213.0000,3.000,"2075610Z       ","T222119230                    ","25S3   ",53.250,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267578","6.000 4.250 .875 HF 4140 125KSI++  ",214.0000,6.000,"2075610Z       ","T222119230                    ","25S3   ",107.001,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267572","6.000 4.250 .875 HF 4140 125KSI++  ",215.0000,3.000,"2075610Z       ","T222119230                    ","25S3   ",53.749,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267576","6.000 4.250 .875 HF 4140 125KSI++  ",216.0000,2.000,"2075610Z       ","T222119230                    ","25S3   ",36.000,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267568","6.000 4.250 .875 HF 4140 125KSI++  ",217.0000,2.000,"2075610Z       ","T222119230                    ","25S3   ",36.167,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267577","6.000 4.250 .875 HF 4140 125KSI++  ",218.0000,3.000,"2075610Z       ","T222119230                    ","25S3   ",54.500,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267573","6.000 4.250 .875 HF 4140 125KSI++  ",222.0000,1.000,"2075610Z       ","T222119230                    ","25S3   ",18.500,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 267584","6.000 4.250 .875 HF 4140 125KSI++  ",223.0000,1.000,"2075610Z       ","T222119230                    ","25S3   ",18.583,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 320602",6.000 4.250 .875 HF 4140 125KSI++..,301.0000,1.000,"2083116Z       ","T222070340                    ","30S6   ",25.083,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 243494","6.000 4.250 .875 HF 4140 110KSI++  ",354.0000,9.000,"2083116Z       ","T222070340                    ","30S6   ",265.500,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51808," 243495","6.000 4.250 .875 HF 4140 110KSI++  ",355.0000,2.000,"2083116Z       ","T222070340                    ","30S6   ",59.168,0.000,"AT06.000-04.250 HF 4140 125KSI++                                      "
51809," 333269",6.000 4.500 .750 HF 4140 125KSI++..,20.0000,1.000,"2084532Z       ","T222103770                    ","3ST2   ",1.667,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 333994","6.000 4.500 .750 HF 4140 125KSI++  ",38.0000,1.000,"2084532Z       ","T222103770                    ","3ST26  ",3.167,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 337244","6.000 4.500 .750 HF 4140 125KSI++  ",40.0000,1.000,"2084532Z       ","T222103770                    ","3ST23  ",3.333,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 337246","6.000 4.500 .750 HF 4140 125KSI++  ",40.0000,1.000,"2084532Z       ","T222103770                    ","3ST23  ",3.333,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 320663",6.000 4.500 .750 HF 4140 125KSI++..,64.0000,1.000,"2084532Z       ","T222103770                    ","3ST30  ",5.333,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 318007",6.000 4.500 .750 HF 4140 125KSI++..,110.0000,1.000,"2084532Z       ","T222103770                    ","3ST47  ",9.167,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 338853","6.000 4.500 .750 HF 4140 125KSI++  ",119.0000,1.000,"2084532Z       ","T222103770                    ","3ST47  ",9.917,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 338855","6.000 4.500 .750 HF 4140 125KSI++  ",123.0000,1.000,"2084532Z       ","T222103770                    ","3ST50  ",10.250,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 337248","6.000 4.500 .750 HF 4140 125KSI++  ",155.0000,1.000,"2084532Z       ","T222103770                    ","26S9   ",12.917,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 261623","6.000 4.500 .750 HF 4140 110KSI++  ",338.0000,1.000,"2084532Z       ","T222103770                    ","26S9   ",28.167,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 261622","6.000 4.500 .750 HF 4140 110KSI++  ",339.0000,1.000,"2084532Z       ","T222103770                    ","26S9   ",28.250,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 261621","6.000 4.500 .750 HF 4140 110KSI++  ",341.0000,1.000,"2084532Z       ","T222103770                    ","26S9   ",28.416,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 261614","6.000 4.500 .750 HF 4140 110KSI++  ",344.0000,2.000,"2084532Z       ","T222103770                    ","26S9   ",57.330,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 261615","6.000 4.500 .750 HF 4140 110KSI++  ",345.0000,9.000,"2084532Z       ","T222103770                    ","26S9   ",258.750,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 326047",6.000 4.500 .750 HF 4140 125KSI++..,26.0000,1.000,"2085527Z       ","T222119260                    ","3ST5   ",2.167,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 325901",6.000 4.500 .750 HF 4140 125KSI++..,40.0000,1.000,"2085527Z       ","T222119260                    ","3ST23  ",3.333,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 329380",6.000 4.500 .750 HF 4140 125KSI++..,49.0000,1.000,"2085527Z       ","T222119260                    ","3ST16  ",4.083,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 322675",6.000 4.500 .750 HF 4140 125KSI++..,51.0000,1.000,"2085527Z       ","T222119260                    ","3ST13  ",4.250,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 323736",6.000 4.500 .750 HF 4140 125KSI++..,54.0000,1.000,"2085527Z       ","T222119260                    ","3ST28  ",4.500,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 340786","6.000 4.500 .750 HF 4140 125KSI++  ",55.0000,1.000,"2085527Z       ","T222119260                    ","3ST24  ",4.583,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 324436",6.000 4.500 .750 HF 4140 125KSI++..,65.0000,1.000,"2085527Z       ","T222119260                    ","3ST35  ",5.417,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 331077",6.000 4.500 .750 HF 4140 125KSI++..,85.0000,1.000,"2085527Z       ","T222119260                    ","3ST40  ",7.083,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 338261","6.000 4.500 .750 HF 4140 125KSI++  ",128.0000,1.000,"2085527Z       ","T222119260                    ","3ST47  ",10.667,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 335920","6.000 4.500 .750 HF 4140 125KSI++  ",186.0000,1.000,"2085527Z       ","T222119260                    ","26S9   ",15.500,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 268256","6.000 4.500 .750 HF 4140 110KSI++  ",215.0000,1.000,"2085527Z       ","T222119260                    ","26S9   ",17.916,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 268254","6.000 4.500 .750 HF 4140 110KSI++  ",216.0000,2.000,"2085527Z       ","T222119260                    ","26S9   ",36.000,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51809," 268253","6.000 4.500 .750 HF 4140 110KSI++  ",217.0000,1.000,"2085527Z       ","T222119260                    ","26S9   ",18.084,0.000,"AT06.000-04.500 HF 4140 125 KSI ++                                    "
51810," 340527","6.250 3.750 1.250 HF 4140 125K++   ",24.0000,1.000,"2085547Z       ","T222148420                    ","3ST1   ",2.000,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 334318","6.250 3.750 1.250 HF 4140 125K++.. ",44.0000,1.000,"2085547Z       ","T222148420                    ","3ST18  ",3.667,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 333492","6.250 3.750 1.250 HF 4140 125K++.. ",51.0000,1.000,"2085547Z       ","T222148420                    ","3ST12  ",4.250,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 334322","6.250 3.750 1.250 HF 4140 125K++.. ",99.0000,1.000,"2085547Z       ","T222148420                    ","3ST41  ",8.250,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271891","6.250 3.750 1.250 HF 4140 110KSI++ ",307.0000,2.000,"2085547Z       ","T222148420                    ","23S3   ",51.168,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271889","6.250 3.750 1.250 HF 4140 110KSI++ ",308.0000,2.000,"2085547Z       ","T222148420                    ","23S3   ",51.333,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271888","6.250 3.750 1.250 HF 4140 110KSI++ ",309.0000,4.000,"2085547Z       ","T222148420                    ","23S3   ",103.000,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271887","6.250 3.750 1.250 HF 4140 110KSI++ ",310.0000,6.000,"2085547Z       ","T222148420                    ","23S3   ",155.003,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271885","6.250 3.750 1.250 HF 4140 110KSI++ ",311.0000,1.000,"2085547Z       ","T222148420                    ","23S3   ",25.915,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271883","6.250 3.750 1.250 HF 4140 110KSI++ ",312.0000,3.000,"2085547Z       ","T222148420                    ","23S3   ",78.000,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271886","6.250 3.750 1.250 HF 4140 110KSI++ ",313.0000,1.000,"2085547Z       ","T222148420                    ","23S3   ",26.084,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
51810," 271890","6.250 3.750 1.250 HF 4140 110KSI++ ",314.0000,1.000,"2085547Z       ","T222148420                    ","23S3   ",26.167,0.000,"AT06.250-03.750 HF 4140 125 KSI                                       "
