QueryName,Order_districtPlusTransaction,Salesman_Name_____SMNAME,Order_Type_____OOTYPE,Customer_DistrictPlusCustomer,Customer_Alpha_Name_____CALPHA,InvoiceDate_OOI,ITEM_NUMBER_____ODITEM,Ship_To_Vendor_#_____BSSVEN,Multiple_SPO_____BSSPS#
"Sales analysis, SPO",1957173,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240816,50352,119.0,2.0
"Sales analysis, SPO",1957177,MURRAY KAMMERER,A,100269,GKD INDUSTRIES LTD                 ,20240807,50236,465.0,1.0
"Sales analysis, SPO",1957184,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240802,50180,465.0,1.0
"Sales analysis, SPO",1957211,SHAWN REYES    ,A,100337,NUMERICAL PRECISION INC            ,20240814,52143,121.0,1.0
"Sales analysis, SPO",1957211,SHAWN REYES    ,A,100337,NUMERICAL PRECISION INC            ,20240814,52143,119.0,3.0
"Sales analysis, SPO",1957214,BEN HILTON     ,A,100725,INNOVEX DOWNHOLE SOLUTIONS INC     ,20240806,52143,121.0,1.0
"Sales analysis, SPO",1957219,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240816,50015,168.0,1.0
"Sales analysis, SPO",1957219,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240816,50015,121.0,2.0
"Sales analysis, SPO",1957219,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240816,50015,307.0,3.0
"Sales analysis, SPO",1957219,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240816,50015,119.0,4.0
"Sales analysis, SPO",1957221,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240809,50175,465.0,1.0
"Sales analysis, SPO",1957221,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240809,50175,121.0,2.0
"Sales analysis, SPO",1957233,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240813,50148,684.0,1.0
"Sales analysis, SPO",1957233,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240813,50148,465.0,2.0
"Sales analysis, SPO",1957235,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240813,51632,684.0,1.0
"Sales analysis, SPO",1957235,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240813,51632,465.0,2.0
"Sales analysis, SPO",1957240,CHRIS SITKA    ,A,101163,SIGMAHLR                           ,20240802,52349,168.0,1.0
"Sales analysis, SPO",1957261,DAVID POPHAM   ,A,101358,TEEJAY MACHINE CO LLC              ,20240805,52367,465.0,1.0
"Sales analysis, SPO",1957263,SHAWN REYES    ,B,100866,INNOVATIVE MECHANICAL SOLUTIONS LLC,20240809,BOBAR,168.0,1.0
"Sales analysis, SPO",1957284,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240815,50287,121.0,1.0
"Sales analysis, SPO",1957284,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240815,50287,307.0,2.0
"Sales analysis, SPO",1957284,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240815,50287,119.0,3.0
"Sales analysis, SPO",1957287,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240807,50605,168.0,1.0
"Sales analysis, SPO",1957296,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240816,50274,119.0,3.0
"Sales analysis, SPO",1957296,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240816,50274,121.0,2.0
"Sales analysis, SPO",1957296,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240816,50274,180.0,1.0
"Sales analysis, SPO",1957298,DARREL THORMER ,A,100106,BENOIT CONNECTORS                  ,20240807,50159,119.0,2.0
"Sales analysis, SPO",1957298,DARREL THORMER ,A,100106,BENOIT CONNECTORS                  ,20240807,50159,121.0,1.0
"Sales analysis, SPO",1957301,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240905,50015,465.0,1.0
"Sales analysis, SPO",1957301,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240905,50015,121.0,2.0
"Sales analysis, SPO",1957301,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240905,50015,307.0,3.0
"Sales analysis, SPO",1957301,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240905,50015,119.0,4.0
"Sales analysis, SPO",1957308,MONTY BERGERON ,A,100499,CAJUN MFG LLC                      ,20240809,51097,168.0,1.0
"Sales analysis, SPO",1957314,DAVID POPHAM   ,A,100636,AEROLIFT MACHINE LLC               ,20240809,50277,465.0,1.0
"Sales analysis, SPO",1957321,CHRIS SITKA    ,A,101163,SIGMAHLR                           ,20240807,50903,168.0,1.0
"Sales analysis, SPO",1957324,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240808,51398,121.0,1.0
"Sales analysis, SPO",1957326,MURRAY KAMMERER,A,101012,ALTA TUBE AND BAR INC              ,20240814,51279,465.0,1.0
"Sales analysis, SPO",1957329,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240807,50404,121.0,1.0
"Sales analysis, SPO",1957339,MURRAY KAMMERER,A,100262,ARGUS MACHINE CO LTD               ,20240816,50228,465.0,1.0
"Sales analysis, SPO",1957346,MONTY BERGERON ,A,100499,CAJUN MFG LLC                      ,20240808,51103,168.0,1.0
"Sales analysis, SPO",1957361,DAVID POPHAM   ,A,100887,TEXAS PRECISION MACHINE            ,20240820,51031,168.0,1.0
"Sales analysis, SPO",1957361,DAVID POPHAM   ,A,100887,TEXAS PRECISION MACHINE            ,20240820,51031,121.0,2.0
"Sales analysis, SPO",1957366,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240816,51854,168.0,1.0
"Sales analysis, SPO",1957366,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240816,51854,121.0,2.0
"Sales analysis, SPO",1957369,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20240812,51099,121.0,1.0
"Sales analysis, SPO",1957370,BEN HILTON     ,A,100825,STELLA TOOL RENTAL LLC             ,20240808,51104,139.0,1.0
"Sales analysis, SPO",1957371,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240802,50343,119.0,1.0
"Sales analysis, SPO",1957375,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240815,50856,684.0,1.0
"Sales analysis, SPO",1957375,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240815,50856,465.0,2.0
"Sales analysis, SPO",1957376,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240820,50856,465.0,2.0
"Sales analysis, SPO",1957376,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240820,50856,684.0,1.0
"Sales analysis, SPO",1957389,MURRAY KAMMERER,A,101336,INTELA LLC                         ,20240816,51809,465.0,1.0
"Sales analysis, SPO",1957392,SHAWN REYES    ,A,100337,NUMERICAL PRECISION INC            ,20240814,50568,121.0,1.0
"Sales analysis, SPO",1957402,CHRIS SITKA    ,A,101163,SIGMAHLR                           ,20240812,52598,168.0,1.0
"Sales analysis, SPO",1957415,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240816,51063,180.0,1.0
"Sales analysis, SPO",1957415,LACEY CORTEZ   ,A,100508,COASTAL MACHINE & SUPPLY           ,20240816,51063,121.0,2.0
"Sales analysis, SPO",1957416,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20240815,51200,121.0,1.0
"Sales analysis, SPO",1957416,BEN HILTON     ,A,100200,UNIVERSAL MANUFACTURING SERVICES   ,20240815,51200,119.0,2.0
"Sales analysis, SPO",1957417,DAVID POPHAM   ,A,100219,TNN MACHINING COMPANY              ,20240822,51183,465.0,1.0
"Sales analysis, SPO",1957417,DAVID POPHAM   ,A,100219,TNN MACHINING COMPANY              ,20240822,51183,121.0,2.0
"Sales analysis, SPO",1957421,SHAWN REYES    ,A,100417,TURN-TECH INC                      ,20240802,52095,119.0,1.0
"Sales analysis, SPO",1957423,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240809,51224,121.0,1.0
"Sales analysis, SPO",1957424,CHRIS SITKA    ,A,100539,SCHLUMBERGER SINGAPORE             ,20240815,50963,480.0,1.0
"Sales analysis, SPO",1957424,CHRIS SITKA    ,A,100539,SCHLUMBERGER SINGAPORE             ,20240815,50963,168.0,2.0
"Sales analysis, SPO",1957425,CHRIS SITKA    ,A,100539,SCHLUMBERGER SINGAPORE             ,20240815,50963,480.0,1.0
"Sales analysis, SPO",1957425,CHRIS SITKA    ,A,100539,SCHLUMBERGER SINGAPORE             ,20240815,50963,168.0,2.0
"Sales analysis, SPO",1957426,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240807,51669,218.0,1.0
"Sales analysis, SPO",1957428,MONTY BERGERON ,A,100499,CAJUN MFG LLC                      ,20240809,51103,168.0,1.0
"Sales analysis, SPO",1957430,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240821,52251,465.0,1.0
"Sales analysis, SPO",1957433,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240813,50605,465.0,1.0
"Sales analysis, SPO",1957435,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240820,50614,218.0,1.0
"Sales analysis, SPO",1957435,LACEY CORTEZ   ,A,100286,OLYMPIAN MACHINE LLC               ,20240820,50614,218.0,2.0
"Sales analysis, SPO",1957443,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240806,51133,119.0,1.0
"Sales analysis, SPO",1957446,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240809,50957,121.0,1.0
"Sales analysis, SPO",1957458,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240814,50164,168.0,1.0
"Sales analysis, SPO",1957462,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240802,50340,119.0,1.0
"Sales analysis, SPO",1957465,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240820,50856,684.0,1.0
"Sales analysis, SPO",1957465,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240820,50856,168.0,2.0
"Sales analysis, SPO",1957468,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240815,50298,121.0,1.0
"Sales analysis, SPO",1957468,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240815,50298,119.0,2.0
"Sales analysis, SPO",1957469,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240909,51868,121.0,1.0
"Sales analysis, SPO",1957469,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240909,51868,119.0,2.0
"Sales analysis, SPO",1957469,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240909,51868,121.0,3.0
"Sales analysis, SPO",1957470,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240814,52084,121.0,1.0
"Sales analysis, SPO",1957470,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240814,52084,119.0,2.0
"Sales analysis, SPO",1957472,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240823,50290,465.0,1.0
"Sales analysis, SPO",1957472,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240823,50290,121.0,2.0
"Sales analysis, SPO",1957472,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240823,50290,119.0,3.0
"Sales analysis, SPO",1957481,MURRAY KAMMERER,A,100262,ARGUS MACHINE CO LTD               ,20240807,51165,473.0,1.0
"Sales analysis, SPO",1957482,MONTY BERGERON ,B,101220,BEACON MACHINE SERVICES LLC        ,20240816,BTUBE,121.0,1.0
"Sales analysis, SPO",1957483,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240816,50340,465.0,1.0
"Sales analysis, SPO",1957490,SHAWN REYES    ,A,100737,GENERAL PLASTICS & COMPOSITES LP   ,20240807,50608,168.0,1.0
"Sales analysis, SPO",1957491,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240809,51204,168.0,1.0
"Sales analysis, SPO",1957492,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240827,51951,168.0,1.0
"Sales analysis, SPO",1957492,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240827,51951,121.0,2.0
"Sales analysis, SPO",1957493,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240813,51204,168.0,1.0
"Sales analysis, SPO",1957494,DARREL THORMER ,A,100195,K & B INDUSTRIES                   ,20240813,51204,168.0,1.0
"Sales analysis, SPO",1957497,BEN HILTON     ,A,100374,D&S MACHINE WORKS INC              ,20240820,52240,219.0,1.0
"Sales analysis, SPO",1957497,BEN HILTON     ,A,100374,D&S MACHINE WORKS INC              ,20240820,52240,121.0,2.0
"Sales analysis, SPO",1957498,BEN HILTON     ,A,100374,D&S MACHINE WORKS INC              ,20240816,50277,121.0,1.0
"Sales analysis, SPO",1957499,BEN HILTON     ,A,100374,D&S MACHINE WORKS INC              ,20240816,50407,121.0,1.0
"Sales analysis, SPO",1957503,BEN HILTON     ,A,100162,TEJAS TUBULAR PRODUCTS INC         ,20240807,50365,465.0,1.0
"Sales analysis, SPO",1957505,CHRIS SITKA    ,A,101368,CDI ENERGY PRODUCTS PTE LTD        ,20240905,52591,168.0,1.0
"Sales analysis, SPO",1957505,CHRIS SITKA    ,A,101368,CDI ENERGY PRODUCTS PTE LTD        ,20240905,52591,121.0,2.0
"Sales analysis, SPO",1957506,SHAWN REYES    ,A,101095,KEJR INC                           ,20240815,50340,139.0,1.0
"Sales analysis, SPO",1957517,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240830,50854,465.0,1.0
"Sales analysis, SPO",1957517,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240830,50854,121.0,2.0
"Sales analysis, SPO",1957517,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240830,50854,119.0,3.0
"Sales analysis, SPO",1957525,MONTY BERGERON ,A,100503,ASAP INDUSTRIES MANUFACTURING LLC  ,20240830,50290,479.0,2.0
"Sales analysis, SPO",1957525,MONTY BERGERON ,A,100503,ASAP INDUSTRIES MANUFACTURING LLC  ,20240830,50290,168.0,3.0
"Sales analysis, SPO",1957525,MONTY BERGERON ,A,100503,ASAP INDUSTRIES MANUFACTURING LLC  ,20240830,50290,168.0,1.0
"Sales analysis, SPO",1957529,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,52153,121.0,1.0
"Sales analysis, SPO",1957529,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,52153,218.0,2.0
"Sales analysis, SPO",1957529,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,52153,119.0,3.0
"Sales analysis, SPO",1957530,BEN HILTON     ,A,100561,US STEEL OILWELL SERVICES LLC      ,20240828,52005,180.0,1.0
"Sales analysis, SPO",1957530,BEN HILTON     ,A,100561,US STEEL OILWELL SERVICES LLC      ,20240828,52005,219.0,2.0
"Sales analysis, SPO",1957530,BEN HILTON     ,A,100561,US STEEL OILWELL SERVICES LLC      ,20240828,52005,121.0,3.0
"Sales analysis, SPO",1957533,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240814,50172,465.0,1.0
"Sales analysis, SPO",1957535,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240911,50274,465.0,1.0
"Sales analysis, SPO",1957535,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240911,50274,121.0,2.0
"Sales analysis, SPO",1957535,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240911,50274,465.0,3.0
"Sales analysis, SPO",1957536,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,52530,139.0,1.0
"Sales analysis, SPO",1957536,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,52530,121.0,2.0
"Sales analysis, SPO",1957536,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,52530,119.0,3.0
"Sales analysis, SPO",1957537,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,50290,465.0,2.0
"Sales analysis, SPO",1957537,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,50290,119.0,3.0
"Sales analysis, SPO",1957537,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,50290,121.0,1.0
"Sales analysis, SPO",1957538,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240906,50141,121.0,1.0
"Sales analysis, SPO",1957538,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240906,50141,684.0,2.0
"Sales analysis, SPO",1957538,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240906,50141,218.0,3.0
"Sales analysis, SPO",1957538,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240906,50141,119.0,4.0
"Sales analysis, SPO",1957539,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240904,50570,307.0,3.0
"Sales analysis, SPO",1957539,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240904,50570,119.0,4.0
"Sales analysis, SPO",1957539,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240904,50570,465.0,1.0
"Sales analysis, SPO",1957539,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240904,50570,121.0,2.0
"Sales analysis, SPO",1957542,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,50854,465.0,1.0
"Sales analysis, SPO",1957542,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,50854,121.0,2.0
"Sales analysis, SPO",1957542,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,50854,119.0,3.0
"Sales analysis, SPO",1957543,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,50314,180.0,1.0
"Sales analysis, SPO",1957543,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,50314,121.0,2.0
"Sales analysis, SPO",1957543,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,50314,119.0,3.0
"Sales analysis, SPO",1957544,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,52530,465.0,1.0
"Sales analysis, SPO",1957544,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,52530,121.0,2.0
"Sales analysis, SPO",1957544,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240828,52530,119.0,3.0
"Sales analysis, SPO",1957545,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240829,51883,180.0,1.0
"Sales analysis, SPO",1957545,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240829,51883,121.0,2.0
"Sales analysis, SPO",1957545,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240829,51883,119.0,3.0
"Sales analysis, SPO",1957546,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240829,51883,180.0,1.0
"Sales analysis, SPO",1957546,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240829,51883,121.0,2.0
"Sales analysis, SPO",1957546,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240829,51883,119.0,3.0
"Sales analysis, SPO",1957547,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,51291,119.0,2.0
"Sales analysis, SPO",1957547,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,51291,168.0,3.0
"Sales analysis, SPO",1957547,BEN HILTON     ,A,100189,HALLIBURTON ENERGY SERVICES        ,20240827,51291,121.0,1.0
"Sales analysis, SPO",1957553,MONTY BERGERON ,A,101381,LIBERTY LIFT SOLUTIONS LLC         ,20240813,51757,168.0,1.0
"Sales analysis, SPO",1957556,DARIO CAMACHO  ,A,100311,FREDERICK'S MACHINE AND TOOL SHOP  ,20240808,50007,168.0,1.0
"Sales analysis, SPO",1957561,MONTY BERGERON ,B,100667,AIT MACHINE LLC                    ,20240816,BTUBE,121.0,1.0
"Sales analysis, SPO",1957568,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240821,52615,121.0,1.0
"Sales analysis, SPO",1957568,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240821,52615,119.0,2.0
"Sales analysis, SPO",1957568,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240821,52615,121.0,3.0
"Sales analysis, SPO",1957569,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240813,50220,121.0,2.0
"Sales analysis, SPO",1957569,DARREL THORMER ,A,100102,HUNTING ENERGY SERVICES            ,20240813,50220,119.0,1.0
"Sales analysis, SPO",1957573,CHRIS SITKA    ,A,100798,SMITH INTERNATIONAL INC            ,20240809,50009,168.0,1.0
"Sales analysis, SPO",1957577,DAVID POPHAM   ,A,100179,LIBERTY PRECISION COMPANY LLC      ,20240815,52615,121.0,1.0
"Sales analysis, SPO",1957581,BEN HILTON     ,B,100200,UNIVERSAL MANUFACTURING SERVICES   ,20240820,BOBAR,121.0,1.0
"Sales analysis, SPO",1957582,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240822,51444,168.0,1.0
"Sales analysis, SPO",1957582,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240822,51444,121.0,2.0
"Sales analysis, SPO",1957583,CHRIS SITKA    ,B,100907,BAKER HUGHES                       ,20240820,BTUBE,121.0,1.0
"Sales analysis, SPO",1957584,BEN HILTON     ,B,100994,HALLIBURTON MFG MALAYSIA           ,20241029,BTUBE,121.0,1.0
"Sales analysis, SPO",1957584,BEN HILTON     ,B,100994,HALLIBURTON MFG MALAYSIA           ,20241029,BTUBE,119.0,2.0
"Sales analysis, SPO",1957589,DAVID POPHAM   ,A,100223,PACKERS PLUS USA                   ,20240816,50086,168.0,1.0
"Sales analysis, SPO",1957591,LACEY CORTEZ   ,A,100622,SUPERIOR THREADED PRODUCTS INC     ,20240820,51854,168.0,1.0
"Sales analysis, SPO",1957591,LACEY CORTEZ   ,A,100622,SUPERIOR THREADED PRODUCTS INC     ,20240820,51854,121.0,2.0
"Sales analysis, SPO",1957597,DARREL THORMER ,A,100309,NORTHERN SOLUTIONS LLC             ,20240806,50525,465.0,1.0
"Sales analysis, SPO",1957605,CHRIS SITKA    ,A,101163,SIGMAHLR                           ,20240812,51472,168.0,1.0
"Sales analysis, SPO",1957607,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240827,50015,465.0,1.0
"Sales analysis, SPO",1957607,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240827,50015,119.0,3.0
"Sales analysis, SPO",1957607,BEN HILTON     ,A,100116,STEWART TUBULAR PRODUCTS INC       ,20240827,50015,121.0,2.0
"Sales analysis, SPO",1957621,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240821,50546,465.0,1.0
"Sales analysis, SPO",1957625,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51270,168.0,1.0
"Sales analysis, SPO",1957626,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51202,168.0,1.0
"Sales analysis, SPO",1957627,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51270,168.0,1.0
"Sales analysis, SPO",1957628,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51145,168.0,1.0
"Sales analysis, SPO",1957629,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20241009,50733,121.0,1.0
"Sales analysis, SPO",1957630,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51104,168.0,1.0
"Sales analysis, SPO",1957636,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51104,168.0,1.0
"Sales analysis, SPO",1957637,DAVID POPHAM   ,A,100227,FAITH MANUFACTURING CO INC         ,20240809,50301,119.0,1.0
"Sales analysis, SPO",1957638,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51154,168.0,1.0
"Sales analysis, SPO",1957640,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51203,168.0,1.0
"Sales analysis, SPO",1957641,DARREL THORMER ,A,101187,PRICE MACHINE SHOP                 ,20240814,51199,168.0,1.0
"Sales analysis, SPO",1957642,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51104,168.0,1.0
"Sales analysis, SPO",1957643,DARREL THORMER ,A,101187,PRICE MACHINE SHOP                 ,20240814,51199,168.0,1.0
"Sales analysis, SPO",1957644,MONTY BERGERON ,A,100406,TAYLOR OILFIELD MANUFACTURING INC  ,20240815,51270,168.0,1.0
"Sales analysis, SPO",1957649,MONTY BERGERON ,A,100499,CAJUN MFG LLC                      ,20240815,51203,168.0,1.0
"Sales analysis, SPO",1957677,BEN HILTON     ,A,100395,KAJAN PERFECTION                   ,20240809,50447,119.0,1.0
"Sales analysis, SPO",1957689,SHAWN REYES    ,A,101095,KEJR INC                           ,20240815,50165,139.0,1.0
"Sales analysis, SPO",1957696,BEN HILTON     ,A,101061,LONGHORN MACHINE SHOP & MFG LLC    ,20240813,50340,465.0,1.0
"Sales analysis, SPO",1957697,BEN HILTON     ,A,101061,LONGHORN MACHINE SHOP & MFG LLC    ,20240813,50162,465.0,1.0
"Sales analysis, SPO",1957707,CHRIS SITKA    ,A,100736,W74 OIL TOOLS                      ,20240816,50340,168.0,1.0
"Sales analysis, SPO",1957717,DARIO CAMACHO  ,A,100193,MOHAWK MACHINE                     ,20240911,52143,121.0,1.0
"Sales analysis, SPO",1957717,DARIO CAMACHO  ,A,100193,MOHAWK MACHINE                     ,20240911,52143,119.0,2.0
"Sales analysis, SPO",1957717,DARIO CAMACHO  ,A,100193,MOHAWK MACHINE                     ,20240911,52143,121.0,3.0
"Sales analysis, SPO",1957718,CHRIS SITKA    ,A,101366,BAKER HUGHES SINGAPORE PTE         ,20240904,50950,684.0,2.0
"Sales analysis, SPO",1957728,SHAWN REYES    ,A,100966,LE PRECISION MANUFACTURING         ,20240814,51181,121.0,1.0
"Sales analysis, SPO",1957753,MURRAY KAMMERER,A,100157,NORQUEST INDUSTRIES INC            ,20240823,50522,121.0,1.0
"Sales analysis, SPO",1957756,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240906,52615,180.0,1.0
"Sales analysis, SPO",1957756,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240906,52615,121.0,2.0
"Sales analysis, SPO",1957756,BEN HILTON     ,A,100753,HALLIBURTON SINGAPORE              ,20240906,52615,119.0,3.0
"Sales analysis, SPO",1957758,CHRIS SITKA    ,A,100907,BAKER HUGHES                       ,20240822,51520,168.0,1.0
