MDORDR_MaterialProcessingOrder,VVNDR_VendorCode,VALPHA_VendorName,MDCLOS_CloseFlag,MDITEM_ItemNumber,MDCRTD_CreationDate,MPRQDATE_RequestedProcessingDate,MDOQTY_QuantityOrdered,MDOUOM_UnitOfMeasure,MDIQTY_QuantityIssued
401937,121,"SPECIALTY HEAT TREAT     ",P,51117,"11.000 5.750 2.625 HF 4140 P110 QT ",20231006,70.000,"LB ",0.000
401842,121,"SPECIALTY HEAT TREAT     ",P,51117,"11.000 5.750 2.625 HF 4140 P110 QT ",20230306,151.833,"LB ",1.498
401796,121,"SPECIALTY HEAT TREAT     ",P,51117,"11.000 5.750 2.625 HF 4140 P110 QT ",20221205,135.000,"LB ",1.001
401740,121,"SPECIALTY HEAT TREAT     ",P,51117,"11.000 5.750 2.625 HF 4140 P110 QT ",20220824,74.667,"LB ",0.500
402148,119,"ACCU-TEST LABS           ",P,51121,9.000 6.000 1.500 HF  4130M7  ANN..,20250226,125.333,"LB ",0.166
401053,265,CORROSION TESTING SERVICE," ",51121,"9.000 6.000 1.500 HF  4130M7  ANN  ",20220722,1.000,"LB ",1.000
401856,119,"ACCU-TEST LABS           ",P,51145,"6.000 BAR 4330V 150 KSI NQT        ",20230313,61.000,"LB ",0.000
401855,119,"ACCU-TEST LABS           ",P,51145,"6.000 BAR 4330V 150 KSI NQT        ",20230315,0.667,"LB ",0.000
401800,121,"SPECIALTY HEAT TREAT     ",P,51145,"6.000 BAR 4330V 150 KSI NQT        ",20221222,88.250,"LB ",0.500
401759,120,"G&S                      ",P,51145,"6.000 BAR 4330V 150 KSI NQT        ",20220908,142.001,"LB ",0.334
401757,307,AMERICAN ABRASIVES & COAT,P,51145,"6.000 BAR 4330V 150 KSI NQT        ",20220907,1.000,"FT ",1.000
401753,121,"SPECIALTY HEAT TREAT     ",P,51145,"6.000 BAR 4330V 150 KSI NQT        ",20220905,140.000,"LB ",0.000
401686,119,"ACCU-TEST LABS           "," ",51154,"8.000 BAR HF  4330V 150 KSI NQT    ",20220325,0.500,"LB ",0.500
401955,119,"ACCU-TEST LABS           ",P,51215,"6.750 BAR HF  4140 80 KSI QT       ",20231116,0.500,"LB ",0.000
401784,119,"ACCU-TEST LABS           ",P,51224,"13.500 BAR HF  4130 80 KSI NQT     ",20221025,0.500,"LB ",0.000
401739,120,"G&S                      ",C,51224,"13.500 BAR HF  4130 80 KSI NQT     ",20220801,16.916,"LB ",0.000
401737,119,"ACCU-TEST LABS           ",C,51224,"13.500 BAR HF  4130 80 KSI NQT     ",20220804,0.500,"LB ",0.000
400848,139,"TEXAS HONING             ",P,51225,"8.500 7.040 .730 HF  4130M LN80 QT ",20171213,45.521,"LB ",0.104
400849,139,"TEXAS HONING             ",P,51226,12.350 10.555 .900 HF  4130M P110 Q,20171213,81.667,"FT ",81.667
402134,121,"SPECIALTY HEAT TREAT     ",P,51238,"6.000 3.500 1.250 HF 4140 125-140  ",20241231,240.500,"LB ",0.000
402033,119,"ACCU-TEST LABS           ",P,51244,14.000 8.000 3.000 HF  4130 LN80+..,20240618,0.250,"LB ",0.000
402112,121,"SPECIALTY HEAT TREAT     ",P,51257,"7.000 BAR HF  4340 125 KSI NQT     ",20241114,120.000,"LB ",0.000
401833,121,"SPECIALTY HEAT TREAT     ",P,51257,"7.000 BAR HF  4340 125 KSI NQT     ",20230207,196.250,"LB ",1.583
401716,121,"SPECIALTY HEAT TREAT     ",P,51260,"3.250 BAR HF  4340 125 KSI QT      ",20220711,336.000,"LB ",0.000
402017,265,CORROSION TESTING SERVICE,P,51306,"9.000 6.000 1.500 HF  4130M7 T95.. ",20240621,0.500,"LB ",0.083
402000,121,"SPECIALTY HEAT TREAT     ",P,51306,"9.000 6.000 1.500 HF  4130M7 T95.. ",20240522,147.000,"LB ",2.084
401973,265,CORROSION TESTING SERVICE,P,51306,"9.000 6.000 1.500 HF  4130M7 T95.. ",20240315,0.041,"LB ",0.000
401969,121,"SPECIALTY HEAT TREAT     ",P,51306,"9.000 6.000 1.500 HF  4130M7 T95.. ",20240214,141.166,"LB ",1.165
401839,265,CORROSION TESTING SERVICE,P,51306,9.000 6.000 1.500 HF  4130M7 T95 QT,20230306,0.500,"LB ",0.000
401831,121,"SPECIALTY HEAT TREAT     ",P,51306,9.000 6.000 1.500 HF  4130M7 T95 QT,20230202,147.083,"LB ",2.500
401776,265,CORROSION TESTING SERVICE,P,51306,9.000 6.000 1.500 HF  4130M7 T95 QT,20221130,0.500,"LB ",0.500
401773,121,"SPECIALTY HEAT TREAT     ",P,51306,9.000 6.000 1.500 HF  4130M7 T95 QT,20221025,75.500,"LB ",7.250
401743,265,CORROSION TESTING SERVICE,P,51306,9.000 6.000 1.500 HF  4130M7 T95 QT,20220909,0.500,"LB ",0.000
401710,121,"SPECIALTY HEAT TREAT     ",P,51306,9.000 6.000 1.500 HF  4130M7 T95 QT,20220627,161.000,"LB ",1.001
401997,121,"SPECIALTY HEAT TREAT     ",P,51318,"5.500 BAR HF 4340 125 KSI NQT      ",20240520,207.000,"LB ",0.000
401823,121,"SPECIALTY HEAT TREAT     ",P,51318,"5.500 BAR HF 4340 125 KSI NQT      ",20230130,195.752,"LB ",0.419
401728,121,"SPECIALTY HEAT TREAT     ",P,51318,"5.500 BAR HF 4340 125 KSI NQT      ",20220728,205.167,"LB ",0.417
401949,119,"ACCU-TEST LABS           ",C,51329,"17.000 BAR HF 8630M NORM..         ",20231025,16.167,"LB ",0.000
401948,119,"ACCU-TEST LABS           ",P,51329,"17.000 BAR HF 8630M NORM..         ",20231025,0.083,"LB ",0.000
402037,119,"ACCU-TEST LABS           ",P,51338,"11.500 BAR HF 4130 80 KSI NQT++    ",20240618,0.145,"LB ",0.000
402036,119,"ACCU-TEST LABS           ",P,51338,"11.500 BAR HF 4130 80 KSI NQT++    ",20240618,0.083,"LB ",0.000
402161,121,"SPECIALTY HEAT TREAT     ",P,51341,6.250 3.750 1.250 HF 4130M 110-125K,20250325,124.500,"LB ",0.666
402031,121,"SPECIALTY HEAT TREAT     ",P,51413,"10.000 BAR HF 4330V 150 KSI NQT    ",20240701,66.000,"LB ",0.000
401972,121,"SPECIALTY HEAT TREAT     ",P,51413,"10.000 BAR HF 4330V 150 KSI NQT    ",20240216,67.500,"LB ",0.000
402172,119,"ACCU-TEST LABS           ",P,51414,"11.000 BAR HF 4330V 150 KSI NQT    ",20250320,0.500,"LB ",0.000
402086,119,"ACCU-TEST LABS           ",P,51414,"11.000 BAR HF 4330V 150 KSI NQT    ",20240909,0.500,"LB ",0.000
402035,119,"ACCU-TEST LABS           ",P,51444,"20.250 BAR HF 8630  NORM           ",20240618,15.666,"LB ",0.000
402034,119,"ACCU-TEST LABS           ",P,51444,"20.250 BAR HF 8630  NORM           ",20240618,0.166,"LB ",0.000
401967,121,"SPECIALTY HEAT TREAT     ",P,51462,"11.000 5.750 2.625 HF 4140 105 KSI ",20240126,79.167,"LB ",0.000
401741,121,"SPECIALTY HEAT TREAT     ",P,51462,"11.000 5.750 2.625 HF 4140 105 KSI ",20220824,75.083,"LB ",0.583
401968,121,"SPECIALTY HEAT TREAT     ",P,51471,"1.875 BAR HF 4140 110 KSI QT..     ",20240130,458.333,"LB ",3.000
402171,121,"SPECIALTY HEAT TREAT     "," ",51486,5.250 BAR HF 4340 125 KSI NQT 301/3,20250404,214.497,"LB ",214.497
401932,121,"SPECIALTY HEAT TREAT     ",P,51486,5.250 BAR HF 4340 125 KSI NQT 301/3,20230918,242.000,"LB ",0.167
401779,121,"SPECIALTY HEAT TREAT     ",P,51486,5.250 BAR HF 4340 125 KSI NQT 301/3,20221114,193.667,"LB ",0.250
401845,121,"SPECIALTY HEAT TREAT     ",P,51493,"3.000 BAR HF 4340 130 KSI QT       ",20230410,396.000,"LB ",0.500
401720,121,"SPECIALTY HEAT TREAT     ",C,51493,"3.000 BAR HF 4340 130 KSI QT       ",20220718,396.000,"LB ",0.500
402113,121,"SPECIALTY HEAT TREAT     ",P,51496,"5.500 BAR HF 8630MOD 125 KSI NQT   ",20241115,230.000,"LB ",0.750
401965,121,"SPECIALTY HEAT TREAT     ",P,51496,"5.500 BAR HF 8630MOD 125 KSI NQT   ",20240112,229.333,"LB ",2.334
401918,121,"SPECIALTY HEAT TREAT     ",P,51496,"5.500 BAR HF 8630MOD 125 KSI NQT   ",20230728,210.000,"LB ",0.500
401917,121,"SPECIALTY HEAT TREAT     ",P,51496,"5.500 BAR HF 8630MOD 125 KSI NQT   ",20230728,201.000,"LB ",0.917
402084,121,"SPECIALTY HEAT TREAT     ",P,51526,19.392 16.142 1.625 HF4130M 125-140,20240924,49.625,"LB ",49.625
401889,121,"SPECIALTY HEAT TREAT     ",P,51526,19.392 16.142 1.625 HF4130M 125-140,20230612,55.583,"LB ",2.000
402149,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130 M7 125 KSI NQT   ",20250314,164.664,"LB ",0.414
402074,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130 M7 125 KSI NQT   ",20240830,187.500,"LB ",19.500
401966,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130 M7 125 KSI NQT   ",20240125,164.000,"LB ",164.000
401926,119,"ACCU-TEST LABS           ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20230808,0.500,"LB ",0.000
401925,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20230824,168.000,"LB ",0.500
401919,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20230802,166.933,"LB ",0.349
401848,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20230310,169.336,"LB ",41.836
401781,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20221114,169.336,"LB ",0.419
401751,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20220915,100.916,"LB ",0.000
401729,121,"SPECIALTY HEAT TREAT     ",P,51527,"5.250 BAR HF 4130M7 125 KSI NQT    ",20220725,106.666,"LB ",106.666
401936,119,"ACCU-TEST LABS           ",P,51546,"8.000 5.500 1.250 HF 4140 P110..   ",20230915,28.500,"LB ",0.000
401934,307,AMERICAN ABRASIVES & COAT,P,51546,"8.000 5.500 1.250 HF 4140 P110..   ",20230913,28.500,"LB ",0.000
401829,120,"G&S                      ",P,51546,8.000 5.500 1.250 HF 4140 P110 NQT.,20230109,41.000,"LB ",0.333
401828,119,"ACCU-TEST LABS           ",P,51546,8.000 5.500 1.250 HF 4140 P110 NQT.,20230109,0.667,"LB ",0.000
401769,121,"SPECIALTY HEAT TREAT     ",P,51546,"8.000 5.500 1.250 HF 4140 P110 NQT ",20221020,147.000,"LB ",0.000
401685,120,"G&S                      ",P,51567,"9.500 BAR HF 4340  ANN             ",20220322,124.000,"LB ",20.750
401880,121,"SPECIALTY HEAT TREAT     ",P,51572,8.50 4.00 2.25 HF4130M7 NQT 285/352,20230530,109.250,"LB ",1.249
401742,121,"SPECIALTY HEAT TREAT     ",C,51572,8.50 4.00 2.25 HF4130M7 NQT 285/352,20220826,105.582,"LB ",105.582
402143,119,"ACCU-TEST LABS           ",P,51590,"17.000 BAR HF 4130M7  NORM         ",20250129,17.833,"LB ",0.083
402142,119,"ACCU-TEST LABS           ",P,51590,"17.000 BAR HF 4130M7  NORM         ",20250130,0.167,"LB ",0.000
401876,139,"TEXAS HONING             ",P,51597,"8.500 4.000 2.250 HF 4130M7  ANN   ",20230508,100.000,"LB ",0.000
401734,139,"TEXAS HONING             ",C,51597,"8.500 4.000 2.250 HF 4130M7  ANN   ",20220727,130.998,"LB ",25.415
401749,121,"SPECIALTY HEAT TREAT     ",P,51600,7.500 3.500 2.000 HF 4130M7 125-140,20220919,114.000,"LB ",0.000
401888,121,"SPECIALTY HEAT TREAT     ",P,51610,7.500 2.500 2.500 HF 4130M7 125-140,20230606,114.000,"LB ",2.667
401748,121,"SPECIALTY HEAT TREAT     ",P,51610,7.500 2.500 2.500 HF 4130M7 125-140,20220912,114.000,"LB ",0.000
402125,119,"ACCU-TEST LABS           ",P,51638,"10.500 BAR HF 4130 80 KSI NQT++    ",20241125,22.250,"LB ",0.083
402124,119,"ACCU-TEST LABS           ",P,51638,"10.500 BAR HF 4130 80 KSI NQT++    ",20241126,0.500,"LB ",0.000
402153,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20250320,117.220,"LB ",1.469
402121,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20241206,141.000,"LB ",0.083
401983,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20240403,138.000,"LB ",0.000
401959,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20231220,277.756,"LB ",0.756
401927,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20230831,144.834,"LB ",0.334
401895,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20230619,140.167,"LB ",0.583
401794,121,"SPECIALTY HEAT TREAT     ",P,51648,"7.000 BAR HF 8630 125 KSI NQT      ",20221130,276.000,"LB ",2.250
402170,121,"SPECIALTY HEAT TREAT     ",P,51652,8.50 2.50 3.00 HF 4130M7NQT 286/326,20250404,106.667,"LB ",0.000
402131,121,"SPECIALTY HEAT TREAT     ",P,51652,8.50 2.50 3.00 HF 4130M7NQT 286/326,20241223,102.583,"LB ",0.249
402126,139,"TEXAS HONING             ",P,51652,8.50 2.50 3.00 HF 4130M7NQT 286/326,20241204,102.085,"LB ",0.000
402053,121,"SPECIALTY HEAT TREAT     ",P,51652,8.50 2.50 3.00 HF 4130M7NQT 286/326,20240726,100.584,"LB ",0.167
401977,121,"SPECIALTY HEAT TREAT     ",P,51652,8.50 2.50 3.00 HF 4130M7NQT 286/326,20240301,103.500,"LB ",0.417
401765,121,"SPECIALTY HEAT TREAT     ",P,51652,8.50 2.50 3.00 HF 4130M7NQT 286/326,20221007,110.167,"LB ",0.333
401763,120,"G&S                      ",P,51657,"6.500 3.500 1.500 HF 4140 L80 QT   ",20220913,297.669,"LB ",0.836
402156,465,"DEMARCO MACHINE          ",P,51660,5.250 2.750 1.250 HF 4140 110KSI QT,20250304,60.000,"LB ",0.000
402116,168,"HDH INSTRUMENTS          ",P,51667,"4.000 2.000 1.000 HF 4140 125-140  ",20241104,50.625,"LB ",10.292
401772,121,"SPECIALTY HEAT TREAT     ",P,51673,6.000 3.375 1.313 HF 4130M7 110-125,20221021,147.000,"LB ",0.000
401852,121,"SPECIALTY HEAT TREAT     ",P,51686,8.500 5.500 1.500 HF 4130M 110-125K,20230414,152.667,"LB ",1.002
402117,121,"SPECIALTY HEAT TREAT     ",P,51688,"5.250 3.375 .938 4130M7 110-125K.. ",20241121,190.833,"LB ",0.000
401923,121,"SPECIALTY HEAT TREAT     ",P,51688,5.250 3.375 .938 HF 4130M7 110-125K,20230814,230.667,"LB ",1.334
401736,121,"SPECIALTY HEAT TREAT     ",P,51688,5.250 3.375 .938 HF 4130M7 110-125K,20220818,235.000,"LB ",0.000
401578,121,"SPECIALTY HEAT TREAT     ",C,51688,5.250 3.375 .938 HF 4130M7 110-125K,20211022,120.000,"LB ",120.000
401766,265,CORROSION TESTING SERVICE,P,51692,"6.000 3.500 1.250 HF 4130M7 NQT 22 ",20221029,0.500,"LB ",0.000
401750,121,"SPECIALTY HEAT TREAT     ",P,51692,"6.000 3.500 1.250 HF 4130M7 NQT 22 ",20220919,140.000,"LB ",1.083
401418,265,CORROSION TESTING SERVICE,P,51692,"6.000 3.500 1.250 HF 4130M7 NQT 22 ",20210125,0.500,"LB ",0.500
401744,139,"TEXAS HONING             ",P,51698,6.000 3.500 1.250 HF 4130M7  ANNEAL,20220822,210.000,"LB ",69.916
401930,119,"ACCU-TEST LABS           ",P,51723,"5.250 3.250 1.000 HF 4140 125K++   ",20230815,120.000,"LB ",28.166
401929,119,"ACCU-TEST LABS           ",C,51723,"5.250 3.250 1.000 HF 4140 125K++   ",20230816,0.667,"LB ",0.000
402177,119,"ACCU-TEST LABS           ",P,51738,"8.000 4.500 1.750 HF 4140 110-125  ",20250328,189.583,"LB ",0.085
401900,119,"ACCU-TEST LABS           ",P,51738,8.000 4.500 1.750 HF 4140 110-125 K,20230601,0.667,"LB ",0.000
401893,119,"ACCU-TEST LABS           ",P,51738,8.000 4.500 1.750 HF 4140 110-125 K,20230523,0.667,"LB ",0.000
402158,139,"TEXAS HONING             ",P,51743,"8.500 2.500 3.000 HF 4130M7  ANN   ",20250314,105.000,"LB ",0.000
402050,139,"TEXAS HONING             ",P,51743,"8.500 2.500 3.000 HF 4130M7  ANN   ",20240702,102.500,"LB ",1.917
401971,139,"TEXAS HONING             ",P,51743,"8.500 2.500 3.000 HF 4130M7  ANN   ",20240202,102.500,"LB ",0.000
401760,139,"TEXAS HONING             ",P,51743,"8.500 2.500 3.000 HF 4130M7  ANN   ",20220923,110.168,"LB ",0.001
402111,119,"ACCU-TEST LABS           ",P,51766,"10.000 7.250 1.375 4130M 110-125   ",20241023,32.250,"LB ",0.083
402109,119,"ACCU-TEST LABS           ",P,51766,"10.000 7.250 1.375 4130M 110-125   ",20241024,0.041,"LB ",0.000
401715,121,"SPECIALTY HEAT TREAT     ",P,51766,10.000 7.250 1.375 HF 4130M 110-125,20220630,147.583,"LB ",0.500
401708,121,"SPECIALTY HEAT TREAT     ",P,51766,10.000 7.250 1.375 HF 4130M 110-125,20220630,211.813,"LB ",1.896
401957,119,"ACCU-TEST LABS           ",P,51772,"10.000 BAR HF 4340                 ",20231121,6.000,"LB ",0.000
402052,121,"SPECIALTY HEAT TREAT     ",P,51782,7.000 2.000 2.500 HF 4130M7  NQT 27,20240726,154.000,"LB ",0.167
401942,121,"SPECIALTY HEAT TREAT     ",P,51782,7.000 2.000 2.500 HF 4130M7  NQT 27,20231106,153.586,"LB ",0.086
401805,121,"SPECIALTY HEAT TREAT     ",P,51782,7.000 2.000 2.500 HF 4130M7  NQT 27,20230106,139.416,"LB ",0.000
401920,119,"ACCU-TEST LABS           ",P,51790,8.750 7.250 .750 HF 4140 140-155KSI,20230718,143.000,"LB ",0.000
401916,119,"ACCU-TEST LABS           ",P,51790,8.750 7.250 .750 HF 4140 140-155KSI,20230706,141.583,"LB ",0.416
401915,307,AMERICAN ABRASIVES & COAT,P,51790,8.750 7.250 .750 HF 4140 140-155KSI,20230705,141.583,"LB ",0.416
401904,121,"SPECIALTY HEAT TREAT     ",P,51790,8.750 7.250 .750 HF 4140 140-155KSI,20230630,136.000,"LB ",0.000
402014,119,"ACCU-TEST LABS           ",P,51807,"13.000 BAR HF 4140 110 KSI QT++    ",20240513,15.833,"LB ",0.000
402013,119,"ACCU-TEST LABS           ",P,51807,"13.000 BAR HF 4140 110 KSI QT++    ",20240514,0.083,"LB ",0.000
401559,119,"ACCU-TEST LABS           "," ",51839,"11.000 BAR HF 4130 80 KSI NQT++    ",20210917,0.500,"LB ",0.500
402163,307,AMERICAN ABRASIVES & COAT,P,51867,"9.500 BAR HF 4140 80 KSI NQT++     ",20250306,58.750,"LB ",0.000
402162,119,"ACCU-TEST LABS           ",P,51867,"9.500 BAR HF 4140 80 KSI NQT++     ",20250306,58.750,"LB ",0.000
402150,121,"SPECIALTY HEAT TREAT     ",P,51867,"9.500 BAR HF 4140 80 KSI NQT++     ",20250305,59.083,"LB ",0.333
402016,119,"ACCU-TEST LABS           ",P,51868,12.750 10.250 1.250 HF 4130M 125K++,20240513,5.750,"LB ",0.000
402015,119,"ACCU-TEST LABS           ",P,51868,12.750 10.250 1.250 HF 4130M 125K++,20240514,0.500,"LB ",0.000
402136,139,"TEXAS HONING             ",P,51895,"9.000 4.000 2.500 HF 4130M7  ANN   ",20250103,103.416,"LB ",0.082
401896,139,"TEXAS HONING             ",P,51895,"9.000 4.000 2.500 HF 4130M7  ANN   ",20230612,78.444,"LB ",19.611
402147,121,"SPECIALTY HEAT TREAT     ",P,51918,"4.750 BAR HF 4340  NQT 301/352     ",20250314,224.250,"LB ",1.084
401745,121,"SPECIALTY HEAT TREAT     ",P,51918,"4.750 BAR HF 4340  NQT 301/352     ",20220912,276.000,"LB ",0.500
401867,121,"SPECIALTY HEAT TREAT     ",P,51920,"9.500 BAR HF 4330V 150 KSI NQT     ",20230501,67.000,"LB ",25.500
401731,119,"ACCU-TEST LABS           ",C,51933,"5.250 BAR HF 4330V 150 KSI NQT++   ",20220711,0.500,"LB ",0.000
402152,121,"SPECIALTY HEAT TREAT     ",P,51938,"8.000 BAR HF 4340 125KSI NQT       ",20250320,63.000,"LB ",0.500
401975,121,"SPECIALTY HEAT TREAT     ",P,51938,"8.000 BAR HF 4340 125KSI NQT       ",20240226,102.916,"LB ",0.000
401911,121,"SPECIALTY HEAT TREAT     ",P,51938,"8.000 BAR HF 4340 125KSI NQT       ",20230717,102.417,"LB ",0.000
401834,121,"SPECIALTY HEAT TREAT     ",P,51938,"8.000 BAR HF 4340 125KSI NQT       ",20230213,105.000,"LB ",0.000
401761,121,"SPECIALTY HEAT TREAT     ",P,51938,"8.000 BAR HF 4340 125KSI NQT       ",20220930,98.750,"LB ",2.583
401719,121,"SPECIALTY HEAT TREAT     ",P,51938,"8.000 BAR HF 4340 125KSI NQT       ",20220718,92.083,"LB ",0.666
401812,121,"SPECIALTY HEAT TREAT     ",P,51946,6.750 3.750 1.500 HF 4130M7  NQT 27,20230123,190.084,"LB ",1.417
401806,139,"TEXAS HONING             ",P,51946,6.750 3.750 1.500 HF 4130M7  NQT 27,20221229,184.000,"LB ",0.000
402070,121,"SPECIALTY HEAT TREAT     ",P,51976,"6.000 BAR HF 4130 M7 125KSI NQT    ",20240826,152.000,"LB ",0.000
401928,121,"SPECIALTY HEAT TREAT     ",P,51976,"6.000 BAR HF 4130 M7 125KSI NQT    ",20230905,152.000,"LB ",0.000
401849,121,"SPECIALTY HEAT TREAT     ",P,51976,"6.000 BAR HF 4130 M7 125KSI NQT    ",20230301,160.000,"LB ",0.500
401993,121,"SPECIALTY HEAT TREAT     ",P,51977,6.500 2.500 2.000 HF 4130M7  NQT 27,20240513,120.000,"LB ",0.000
401770,121,"SPECIALTY HEAT TREAT     ",P,51977,6.500 2.500 2.000 HF 4130M7  NQT 27,20221021,162.999,"LB ",1.832
402100,119,"ACCU-TEST LABS           ",P,51986,"12.500 BAR HF 4140 110 KSI NQT     ",20241009,22.833,"LB ",0.000
402099,119,"ACCU-TEST LABS           ",P,51986,"12.500 BAR HF 4140 110 KSI NQT     ",20241010,0.500,"LB ",0.000
402009,119,"ACCU-TEST LABS           ",P,51986,"12.500 BAR HF 4140 110 KSI NQT     ",20240509,0.250,"LB ",0.000
402107,121,"SPECIALTY HEAT TREAT     ",P,51996,"11.000 7.000 2.000 HF 4140 125KSI. ",20241105,16.416,"LB ",0.000
402065,119,"ACCU-TEST LABS           ",P,52005,"5.000 BAR HF 8620  AR..            ",20240719,45.834,"LB ",0.001
402064,119,"ACCU-TEST LABS           ",P,52005,"5.000 BAR HF 8620  AR..            ",20240722,0.500,"LB ",0.000
401725,265,CORROSION TESTING SERVICE,P,52010,"6.500 BAR HF 4130M7  AR            ",20220625,0.500,"LB ",0.000
401816,120,"G&S                      ",P,52079,"3.250 1.750 .750 HF 4140 LN80 QT++ ",20230106,115.000,"LB ",0.000
401815,119,"ACCU-TEST LABS           ",P,52079,"3.250 1.750 .750 HF 4140 LN80 QT++ ",20230110,0.667,"LB ",0.000
402176,119,"ACCU-TEST LABS           ",P,52106,17.000 4.750 6.125 HF 8630M NQT 212,20250327,24.917,"LB ",0.917
402160,121,"SPECIALTY HEAT TREAT     ",P,52106,17.000 4.750 6.125 HF 8630M NQT 212,20250325,26.166,"LB ",2.166
402023,119,"ACCU-TEST LABS           ",P,52106,17.000 4.750 6.125 HF 8630M NQT 212,20240521,9.583,"LB ",0.083
402021,307,AMERICAN ABRASIVES & COAT,P,52106,17.000 4.750 6.125 HF 8630M NQT 212,20240521,9.583,"LB ",0.083
402012,121,"SPECIALTY HEAT TREAT     ",P,52106,17.000 4.750 6.125 HF 8630M NQT 212,20240517,10.000,"LB ",0.500
401756,121,"SPECIALTY HEAT TREAT     ",P,52153,"7.750 BAR HF 4340 125 KSI NQT++    ",20220919,285.578,"LB ",1.162
401908,121,"SPECIALTY HEAT TREAT     ",P,52189,11.000 4.750 3.125 HF 4340 NQT 300/,20230706,20.000,"LB ",0.000
401730,265,CORROSION TESTING SERVICE,P,52197,"6.500 BAR HF 4130M7 T95 NQT        ",20220812,0.500,"LB ",0.083
401726,121,"SPECIALTY HEAT TREAT     ",P,52197,"6.500 BAR HF 4130M7 T95 NQT        ",20220711,2.000,"LB ",0.250
401802,121,"SPECIALTY HEAT TREAT     ",P,52222,3.750 BAR HF 4340 125KSI NQT 285-33,20221227,330.000,"LB ",0.333
401879,465,"DEMARCO MACHINE          ",P,52237,"7.500 2.500 2.500 HF 4130M7 ANN++  ",20230515,114.000,"LB ",2.167
401746,139,"TEXAS HONING             ",P,52237,"7.500 2.500 2.500 HF 4130M7 ANN++  ",20220902,114.000,"LB ",0.000
401747,139,"TEXAS HONING             ",P,52238,"7.500 3.500 2.000 HF 4130M7 ANN++  ",20220902,114.000,"LB ",0.000
401991,139,"TEXAS HONING             ",P,52246,"6.500 2.500 2.000 HF 4130M7  AR    ",20240422,120.000,"LB ",0.000
401752,218,"DOW MACHINE              ",P,52246,"6.500 2.500 2.000 HF 4130M7  AR    ",20220920,163.001,"LB ",0.001
401787,121,"SPECIALTY HEAT TREAT     ",P,52250,20.000 17.000 1.500 HF 4140 L80 NQT,20221121,46.000,"LB ",1.166
401778,121,"SPECIALTY HEAT TREAT     ",P,52250,20.000 17.000 1.500 HF 4140 L80 NQT,20221110,47.187,"LB ",0.770
401755,121,"SPECIALTY HEAT TREAT     ",P,52250,"20.000 17.000 1.500 HF 4140 L80 QT ",20220916,62.750,"LB ",1.000
401780,120,"G&S                      ",P,52292,"10.000 5.500 2.250 HF 4330V 140KSI ",20221021,3.000,"LB ",0.000
401807,120,"G&S                      ",P,52308,8.750 7.250 .750 HF 4130M 140-160KS,20221221,342.837,"LB ",0.253
401804,307,AMERICAN ABRASIVES & COAT,P,52308,8.750 7.250 .750 HF 4130M 140-160KS,20221219,342.837,"LB ",0.000
401793,121,"SPECIALTY HEAT TREAT     ",P,52308,8.750 7.250 .750 HF 4130M 140-160KS,20221130,350.000,"LB ",7.416
402108,121,"SPECIALTY HEAT TREAT     ",P,52323,10.750 8.250 1.250 HF 4140 125KSI++,20241105,16.416,"LB ",0.416
402049,139,"TEXAS HONING             ",P,52325,"7.000 2.000 2.500 HF 4130M7  AR    ",20240702,154.000,"LB ",0.000
401938,139,"TEXAS HONING             ",P,52325,"7.000 2.000 2.500 HF 4130M7  AR    ",20231017,176.000,"LB ",22.416
401803,139,"TEXAS HONING             ",P,52325,"7.000 2.000 2.500 HF 4130M7  AR    ",20221216,132.000,"LB ",0.000
401838,121,"SPECIALTY HEAT TREAT     ",P,52356,"3.250 2.000 .625 HF 4140 125KSI QT ",20230216,352.000,"LB ",0.000
402007,119,"ACCU-TEST LABS           ",P,52359,"20.000 BAR HF 1018  AF++..         ",20240506,7.250,"LB ",0.083
402006,119,"ACCU-TEST LABS           ",P,52359,"20.000 BAR HF 1018  AF++..         ",20240507,0.083,"LB ",0.000
