L/M_DAY_____ITLMDD,Date (Suffix),32,Distinct: 32,"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
L/M_MONTH_____ITLMMM,Date (Suffix),13,"0.0 (265020), 3.0 (2854), 2.0 (2550), 6.0 (2503), 9.0 (2416), 8.0 (2192), 4.0 (2169), 5.0 (1880), 7.0 (1721), 10.0 (1551)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
L/M_YEAR_____ITLMYY,Date (Suffix),14,"0.0 (265020), 19.0 (5226), 24.0 (5147), 23.0 (3977), 18.0 (2052), 22.0 (1905), 20.0 (1734), 17.0 (1497), 21.0 (1182), 25.0 (715)","0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
MATERIAL_CLASS_CODE_____ITMCC,Date (Suffix),8,"OC (18), TE (2),  B (1), 1  (1), E  (1), N  (1), NE (1), WH (1)","  ,   ,   ,   ,   ",nvarchar,(MAX),289140,0,289114,0.00%,99.99%,0,11
Material_Restock_Century_____ITRSCC,Date (Suffix),2,"20.0 (227140), 0.0 (62000)","20.0, 20.0, 20.0, 20.0, 20.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Material_Restock_Day_____ITRSDD,Date (Suffix),32,Distinct: 32,"17.0, 27.0, 0.0, 0.0, 23.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Material_Restock_Month_____ITRSMM,Date (Suffix),13,"0.0 (62000), 3.0 (22666), 2.0 (20783), 1.0 (20480), 4.0 (20443), 6.0 (19062), 10.0 (18887), 8.0 (18658), 5.0 (18478), 7.0 (17393)","0.0, 0.0, 0.0, 3.0, 10.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Material_Restock_Year_____ITRSYY,Date (Suffix),14,"0.0 (62000), 22.0 (39380), 23.0 (30698), 24.0 (29061), 21.0 (27636), 19.0 (26571), 18.0 (26296), 20.0 (17955), 17.0 (17567), 25.0 (9387)","20.0, 19.0, 23.0, 23.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Matl_Rcvd_CC_____ITMRCC,Date (Suffix),1,20.0 (289140),"20.0, 20.0, 20.0, 20.0, 20.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Matl_Rcvd_Day_____ITMRDD,Date (Suffix),31,Distinct: 31,"3.0, 21.0, 3.0, 25.0, 8.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Matl_Rcvd_MM_____ITMRMM,Date (Suffix),12,"2.0 (28103), 3.0 (27022), 1.0 (26365), 5.0 (25878), 8.0 (24723), 6.0 (24444), 4.0 (23728), 10.0 (23231), 9.0 (21952), 7.0 (21302)","8.0, 7.0, 8.0, 10.0, 1.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Matl_Rcvd_YY_____ITMRYY,Date (Suffix),13,"22.0 (62918), 23.0 (47338), 18.0 (45785), 19.0 (33176), 21.0 (28620), 17.0 (25765), 20.0 (19675), 24.0 (15454), 25.0 (3982), 16.0 (2196)","24.0, 19.0, 22.0, 21.0, 21.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
MM_Tag_to_History_____ITHSMM,Date (Suffix),13,"3.0 (27839), 2.0 (25475), 4.0 (24801), 1.0 (24202), 8.0 (23198), 6.0 (23091), 5.0 (23043), 10.0 (22997), 7.0 (21215), 9.0 (20967)","4.0, 7.0, 10.0, 10.0, 12.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
Number_of_Days_in_Inventory_____ITNODD,Date (Suffix),1000,Distinct: 1000,"2.0, 7.0, 10.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
P.I._CENTURY_____ITPICC,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
P.I._DAY_____ITPIDD,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
P.I._MONTH_____ITPIMM,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
P.I._YEAR_____ITPIYY,Date (Suffix),1,0.0 (289140),"0.0, 0.0, 0.0, 0.0, 0.0",nvarchar,(MAX),289140,0,0,0.00%,0.00%,0,11
